multipole_ell,TT,EE,BB,PP
ell0907,1.8207100000e+03,2.6079500000e+01,1.0042400000e-01,7.7348800000e-09
ell0908,1.8088300000e+03,2.6379400000e+01,1.0039500000e-01,7.7211700000e-09
ell0909,1.7968800000e+03,2.6679900000e+01,1.0036600000e-01,7.7075000000e-09
ell0910,1.7848500000e+03,2.6981700000e+01,1.0033500000e-01,7.6938600000e-09
ell0911,1.7728900000e+03,2.7281900000e+01,1.0030300000e-01,7.6802600000e-09
ell0912,1.7609400000e+03,2.7583400000e+01,1.0027000000e-01,7.6666900000e-09
ell0913,1.7487700000e+03,2.7884000000e+01,1.0023600000e-01,7.6531600000e-09
ell0914,1.7369600000e+03,2.8184500000e+01,1.0020100000e-01,7.6396600000e-09
ell0915,1.7250100000e+03,2.8484900000e+01,1.0016500000e-01,7.6262000000e-09
ell0916,1.7132100000e+03,2.8784500000e+01,1.0012900000e-01,7.6127700000e-09
ell0917,1.7013300000e+03,2.9084700000e+01,1.0009100000e-01,7.5993800000e-09
ell0918,1.6896000000e+03,2.9383300000e+01,1.0005300000e-01,7.5860200000e-09
ell0919,1.6778700000e+03,2.9681100000e+01,1.0001400000e-01,7.5726900000e-09
ell0920,1.6661400000e+03,2.9978100000e+01,9.9973700000e-02,7.5594000000e-09
ell0921,1.6545500000e+03,3.0274300000e+01,9.9933000000e-02,7.5461400000e-09
ell0922,1.6428900000e+03,3.0569000000e+01,9.9891500000e-02,7.5329100000e-09
ell0923,1.6313000000e+03,3.0862100000e+01,9.9849200000e-02,7.5197200000e-09
ell0924,1.6197900000e+03,3.1154400000e+01,9.9806300000e-02,7.5065700000e-09
ell0925,1.6084200000e+03,3.1444500000e+01,9.9762700000e-02,7.4934400000e-09
ell0926,1.5969700000e+03,3.1733800000e+01,9.9718500000e-02,7.4803500000e-09
ell0927,1.5856700000e+03,3.2020900000e+01,9.9673700000e-02,7.4672900000e-09
ell0928,1.5744500000e+03,3.2306500000e+01,9.9628300000e-02,7.4542700000e-09
ell0929,1.5632200000e+03,3.2589900000e+01,9.9582300000e-02,7.4412800000e-09
ell0930,1.5521300000e+03,3.2870400000e+01,9.9535800000e-02,7.4283200000e-09
ell0931,1.5410500000e+03,3.3150100000e+01,9.9488800000e-02,7.4153900000e-09
ell0932,1.5301000000e+03,3.3426100000e+01,9.9441300000e-02,7.4024900000e-09
ell0933,1.5192300000e+03,3.3700000000e+01,9.9393400000e-02,7.3896300000e-09
ell0934,1.5084300000e+03,3.3972500000e+01,9.9345000000e-02,7.3768000000e-09
ell0935,1.4977000000e+03,3.4241300000e+01,9.9296300000e-02,7.3640100000e-09
ell0936,1.4871200000e+03,3.4507200000e+01,9.9247200000e-02,7.3512400000e-09
ell0937,1.4765300000e+03,3.4770900000e+01,9.9197700000e-02,7.3385100000e-09
ell0938,1.4660900000e+03,3.5031800000e+01,9.9148000000e-02,7.3258000000e-09
ell0939,1.4557900000e+03,3.5288300000e+01,9.9097900000e-02,7.3131400000e-09
ell0940,1.4454800000e+03,3.5542800000e+01,9.9047600000e-02,7.3005000000e-09
ell0941,1.4353200000e+03,3.5793600000e+01,9.8997100000e-02,7.2878900000e-09
ell0942,1.4252300000e+03,3.6040800000e+01,9.8946400000e-02,7.2753200000e-09
ell0943,1.4153500000e+03,3.6284500000e+01,9.8895500000e-02,7.2627700000e-09
ell0944,1.4055500000e+03,3.6524600000e+01,9.8844400000e-02,7.2502600000e-09
ell0945,1.3958100000e+03,3.6760400000e+01,9.8793200000e-02,7.2377800000e-09
ell0946,1.3862200000e+03,3.6993400000e+01,9.8742000000e-02,7.2253300000e-09
ell0947,1.3767000000e+03,3.7222100000e+01,9.8690700000e-02,7.2129100000e-09
ell0948,1.3671700000e+03,3.7448100000e+01,9.8639300000e-02,7.2005200000e-09
ell0949,1.3579300000e+03,3.7668300000e+01,9.8588000000e-02,7.1881600000e-09
ell0950,1.3487600000e+03,3.7884900000e+01,9.8536600000e-02,7.1758300000e-09
ell0951,1.3397300000e+03,3.8098100000e+01,9.8485400000e-02,7.1635400000e-09
ell0952,1.3308500000e+03,3.8307000000e+01,9.8434200000e-02,7.1512700000e-09
ell0953,1.3220300000e+03,3.8510300000e+01,9.8383100000e-02,7.1390300000e-09
ell0954,1.3133500000e+03,3.8710000000e+01,9.8332100000e-02,7.1268200000e-09
ell0955,1.3047400000e+03,3.8904800000e+01,9.8281300000e-02,7.1146500000e-09
ell0956,1.2962800000e+03,3.9095400000e+01,9.8230700000e-02,7.1025000000e-09
ell0957,1.2880200000e+03,3.9280400000e+01,9.8180300000e-02,7.0903900000e-09
ell0958,1.2797700000e+03,3.9460400000e+01,9.8130100000e-02,7.0783000000e-09
ell0959,1.2718000000e+03,3.9637000000e+01,9.8080200000e-02,7.0662400000e-09
ell0960,1.2638900000e+03,3.9807900000e+01,9.8030600000e-02,7.0542100000e-09
ell0961,1.2560600000e+03,3.9974000000e+01,9.7981300000e-02,7.0422200000e-09
ell0962,1.2484300000e+03,4.0135200000e+01,9.7932400000e-02,7.0302500000e-09
ell0963,1.2409500000e+03,4.0291500000e+01,9.7883800000e-02,7.0183100000e-09
ell0964,1.2336100000e+03,4.0442200000e+01,9.7835700000e-02,7.0064000000e-09
ell0965,1.2263300000e+03,4.0588100000e+01,9.7787900000e-02,6.9945200000e-09
ell0966,1.2192700000e+03,4.0729100000e+01,9.7740600000e-02,6.9826700000e-09
ell0967,1.2122700000e+03,4.0865200000e+01,9.7693800000e-02,6.9708500000e-09
ell0968,1.2054200000e+03,4.0994300000e+01,9.7647400000e-02,6.9590500000e-09
ell0969,1.1987700000e+03,4.1118600000e+01,9.7601600000e-02,6.9472900000e-09
ell0970,1.1922700000e+03,4.1238100000e+01,9.7556300000e-02,6.9355500000e-09
ell0971,1.1858300000e+03,4.1352000000e+01,9.7511600000e-02,6.9238500000e-09
ell0972,1.1795300000e+03,4.1459600000e+01,9.7467400000e-02,6.9121700000e-09
ell0973,1.1733600000e+03,4.1561700000e+01,9.7423900000e-02,6.9005200000e-09
ell0974,1.1674200000e+03,4.1659000000e+01,9.7381000000e-02,6.8889000000e-09
ell0975,1.1616100000e+03,4.1750800000e+01,9.7338700000e-02,6.8773100000e-09
ell0976,1.1559400000e+03,4.1835600000e+01,9.7297100000e-02,6.8657400000e-09
ell0977,1.1504000000e+03,4.1915600000e+01,9.7256200000e-02,6.8542100000e-09
ell0978,1.1449300000e+03,4.1990100000e+01,9.7216000000e-02,6.8427000000e-09
ell0979,1.1397500000e+03,4.2059100000e+01,9.7176500000e-02,6.8312200000e-09
ell0980,1.1346400000e+03,4.2121900000e+01,9.7137800000e-02,6.8197700000e-09
ell0981,1.1296600000e+03,4.2177700000e+01,9.7099800000e-02,6.8083400000e-09
ell0982,1.1248200000e+03,4.2229500000e+01,9.7062500000e-02,6.7969500000e-09
ell0983,1.1201900000e+03,4.2275100000e+01,9.7026100000e-02,6.7855800000e-09
ell0984,1.1156300000e+03,4.2313000000e+01,9.6990500000e-02,6.7742400000e-09
ell0985,1.1112800000e+03,4.2346900000e+01,9.6955700000e-02,6.7629300000e-09
ell0986,1.1069900000e+03,4.2374600000e+01,9.6921700000e-02,6.7516400000e-09
ell0987,1.1028400000e+03,4.2396100000e+01,9.6888600000e-02,6.7403800000e-09
ell0988,1.0989000000e+03,4.2412900000e+01,9.6856300000e-02,6.7291500000e-09
ell0989,1.0951000000e+03,4.2422700000e+01,9.6824900000e-02,6.7179500000e-09
ell0990,1.0914400000e+03,4.2430100000e+01,9.6794400000e-02,6.7067700000e-09
ell0991,1.0879200000e+03,4.2428300000e+01,9.6764800000e-02,6.6956200000e-09
ell0992,1.0845400000e+03,4.2421000000e+01,9.6736100000e-02,6.6845000000e-09
ell0993,1.0812200000e+03,4.2407600000e+01,9.6708400000e-02,6.6734100000e-09
ell0994,1.0781100000e+03,4.2389500000e+01,9.6681500000e-02,6.6623400000e-09
ell0995,1.0752200000e+03,4.2365200000e+01,9.6655600000e-02,6.6513000000e-09
ell0996,1.0723900000e+03,4.2333200000e+01,9.6630600000e-02,6.6402800000e-09
ell0997,1.0697000000e+03,4.2298000000e+01,9.6606600000e-02,6.6292900000e-09
ell0998,1.0671400000e+03,4.2255900000e+01,9.6583600000e-02,6.6183300000e-09
ell0999,1.0647300000e+03,4.2208400000e+01,9.6561500000e-02,6.6074000000e-09
ell1000,1.0624500000e+03,4.2155400000e+01,9.6540400000e-02,6.5964900000e-09
ell1001,1.0603200000e+03,4.2096200000e+01,9.6520300000e-02,6.5856100000e-09
ell1002,1.0582500000e+03,4.2030900000e+01,9.6501100000e-02,6.5747500000e-09
ell1003,1.0563900000e+03,4.1960900000e+01,9.6483000000e-02,6.5639200000e-09
ell1004,1.0546700000e+03,4.1884700000e+01,9.6465800000e-02,6.5531100000e-09
ell1005,1.0531600000e+03,4.1803100000e+01,9.6449700000e-02,6.5423400000e-09
ell1006,1.0517200000e+03,4.1715300000e+01,9.6434500000e-02,6.5315800000e-09
ell1007,1.0503400000e+03,4.1622100000e+01,9.6420400000e-02,6.5208600000e-09
ell1008,1.0488800000e+03,4.1523500000e+01,9.6407300000e-02,6.5101600000e-09
ell1009,1.0477800000e+03,4.1419500000e+01,9.6395200000e-02,6.4994800000e-09
ell1010,1.0468100000e+03,4.1310700000e+01,9.6384100000e-02,6.4888300000e-09
ell1011,1.0459200000e+03,4.1197300000e+01,9.6374000000e-02,6.4782100000e-09
ell1012,1.0451600000e+03,4.1077700000e+01,9.6364900000e-02,6.4676100000e-09
ell1013,1.0445400000e+03,4.0954200000e+01,9.6356900000e-02,6.4570300000e-09
ell1014,1.0440700000e+03,4.0824500000e+01,9.6349900000e-02,6.4464900000e-09
ell1015,1.0435800000e+03,4.0690900000e+01,9.6343900000e-02,6.4359600000e-09
ell1016,1.0433000000e+03,4.0551100000e+01,9.6338900000e-02,6.4254700000e-09
ell1017,1.0431700000e+03,4.0407300000e+01,9.6334900000e-02,6.4150000000e-09
ell1018,1.0431000000e+03,4.0257400000e+01,9.6332000000e-02,6.4045500000e-09
ell1019,1.0431000000e+03,4.0104200000e+01,9.6330000000e-02,6.3941300000e-09
ell1020,1.0433100000e+03,3.9944200000e+01,9.6329100000e-02,6.3837300000e-09
ell1021,1.0435800000e+03,3.9780100000e+01,9.6329200000e-02,6.3733600000e-09
ell1022,1.0439300000e+03,3.9612100000e+01,9.6330200000e-02,6.3630100000e-09
ell1023,1.0444100000e+03,3.9438700000e+01,9.6332300000e-02,6.3526900000e-09
ell1024,1.0449600000e+03,3.9260600000e+01,9.6335400000e-02,6.3423900000e-09
ell1025,1.0455700000e+03,3.9079200000e+01,9.6339400000e-02,6.3321200000e-09
ell1026,1.0465500000e+03,3.8892300000e+01,9.6344500000e-02,6.3218700000e-09
ell1027,1.0473700000e+03,3.8703000000e+01,9.6350500000e-02,6.3116400000e-09
ell1028,1.0482600000e+03,3.8508900000e+01,9.6357500000e-02,6.3014400000e-09
ell1029,1.0492900000e+03,3.8310100000e+01,9.6365500000e-02,6.2912700000e-09
ell1030,1.0503800000e+03,3.8108100000e+01,9.6374400000e-02,6.2811200000e-09
ell1031,1.0514000000e+03,3.7902000000e+01,9.6384300000e-02,6.2709900000e-09
ell1032,1.0527000000e+03,3.7690500000e+01,9.6395100000e-02,6.2608900000e-09
ell1033,1.0540000000e+03,3.7476400000e+01,9.6406900000e-02,6.2508100000e-09
ell1034,1.0555100000e+03,3.7259800000e+01,9.6419600000e-02,6.2407500000e-09
ell1035,1.0570200000e+03,3.7038400000e+01,9.6433200000e-02,6.2307200000e-09
ell1036,1.0585900000e+03,3.6813000000e+01,9.6447700000e-02,6.2207100000e-09
ell1037,1.0602300000e+03,3.6585000000e+01,9.6463200000e-02,6.2107300000e-09
ell1038,1.0620200000e+03,3.6354400000e+01,9.6479500000e-02,6.2007700000e-09
ell1039,1.0638700000e+03,3.6119800000e+01,9.6496600000e-02,6.1908300000e-09
ell1040,1.0656400000e+03,3.5881900000e+01,9.6514700000e-02,6.1809200000e-09
ell1041,1.0676300000e+03,3.5642100000e+01,9.6533600000e-02,6.1710300000e-09
ell1042,1.0696200000e+03,3.5398300000e+01,9.6553300000e-02,6.1611700000e-09
ell1043,1.0716700000e+03,3.5151800000e+01,9.6573900000e-02,6.1513300000e-09
ell1044,1.0738700000e+03,3.4902000000e+01,9.6595300000e-02,6.1415100000e-09
ell1045,1.0759900000e+03,3.4651800000e+01,9.6617400000e-02,6.1317100000e-09
ell1046,1.0782500000e+03,3.4397500000e+01,9.6640400000e-02,6.1219400000e-09
ell1047,1.0805800000e+03,3.4140600000e+01,9.6664100000e-02,6.1121900000e-09
ell1048,1.0828300000e+03,3.3881700000e+01,9.6688600000e-02,6.1024600000e-09
ell1049,1.0852300000e+03,3.3620900000e+01,9.6713800000e-02,6.0927600000e-09
ell1050,1.0876300000e+03,3.3357500000e+01,9.6739700000e-02,6.0830800000e-09
ell1051,1.0900900000e+03,3.3092100000e+01,9.6766300000e-02,6.0734200000e-09
ell1052,1.0926300000e+03,3.2824700000e+01,9.6793700000e-02,6.0637900000e-09
ell1053,1.0950900000e+03,3.2555500000e+01,9.6821600000e-02,6.0541700000e-09
ell1054,1.0976200000e+03,3.2285000000e+01,9.6850300000e-02,6.0445800000e-09
ell1055,1.1001400000e+03,3.2013200000e+01,9.6879500000e-02,6.0350200000e-09
ell1056,1.1027400000e+03,3.1739500000e+01,9.6909400000e-02,6.0254700000e-09
ell1057,1.1054100000e+03,3.1464500000e+01,9.6939900000e-02,6.0159500000e-09
ell1058,1.1082300000e+03,3.1189000000e+01,9.6970900000e-02,6.0064500000e-09
ell1059,1.1109700000e+03,3.0911500000e+01,9.7002500000e-02,5.9969700000e-09
ell1060,1.1137100000e+03,3.0632800000e+01,9.7034600000e-02,5.9875200000e-09
ell1061,1.1164500000e+03,3.0354200000e+01,9.7067200000e-02,5.9780900000e-09
ell1062,1.1192600000e+03,3.0074300000e+01,9.7100300000e-02,5.9686700000e-09
ell1063,1.1219200000e+03,2.9793900000e+01,9.7133900000e-02,5.9592900000e-09
ell1064,1.1247300000e+03,2.9512800000e+01,9.7167900000e-02,5.9499200000e-09
ell1065,1.1275400000e+03,2.9230500000e+01,9.7202300000e-02,5.9405800000e-09
ell1066,1.1302700000e+03,2.8948300000e+01,9.7237200000e-02,5.9312500000e-09
ell1067,1.1331600000e+03,2.8666200000e+01,9.7272400000e-02,5.9219500000e-09
ell1068,1.1359600000e+03,2.8383500000e+01,9.7308000000e-02,5.9126700000e-09
ell1069,1.1387700000e+03,2.8101700000e+01,9.7343900000e-02,5.9034200000e-09
ell1070,1.1416500000e+03,2.7818400000e+01,9.7380100000e-02,5.8941800000e-09
ell1071,1.1443900000e+03,2.7536800000e+01,9.7416600000e-02,5.8849700000e-09
ell1072,1.1472000000e+03,2.7254500000e+01,9.7453400000e-02,5.8757800000e-09
ell1073,1.1500800000e+03,2.6973000000e+01,9.7490400000e-02,5.8666100000e-09
ell1074,1.1528200000e+03,2.6692300000e+01,9.7527600000e-02,5.8574600000e-09
ell1075,1.1556400000e+03,2.6410800000e+01,9.7565000000e-02,5.8483300000e-09
ell1076,1.1583800000e+03,2.6130900000e+01,9.7602600000e-02,5.8392200000e-09
ell1077,1.1611900000e+03,2.5851800000e+01,9.7640400000e-02,5.8301400000e-09
ell1078,1.1638600000e+03,2.5574200000e+01,9.7678300000e-02,5.8210700000e-09
ell1079,1.1665400000e+03,2.5296600000e+01,9.7716200000e-02,5.8120300000e-09
ell1080,1.1692900000e+03,2.5019600000e+01,9.7754300000e-02,5.8030100000e-09
ell1081,1.1718900000e+03,2.4745700000e+01,9.7792400000e-02,5.7940100000e-09
ell1082,1.1745000000e+03,2.4472400000e+01,9.7830600000e-02,5.7850300000e-09
ell1083,1.1771100000e+03,2.4199900000e+01,9.7868700000e-02,5.7760700000e-09
ell1084,1.1797200000e+03,2.3929500000e+01,9.7906900000e-02,5.7671400000e-09
ell1085,1.1822600000e+03,2.3660500000e+01,9.7945000000e-02,5.7582200000e-09
ell1086,1.1848100000e+03,2.3393700000e+01,9.7983000000e-02,5.7493200000e-09
ell1087,1.1872900000e+03,2.3129000000e+01,9.8021000000e-02,5.7404500000e-09
ell1088,1.1896900000e+03,2.2864200000e+01,9.8058800000e-02,5.7315900000e-09
ell1089,1.1921000000e+03,2.2603000000e+01,9.8096600000e-02,5.7227600000e-09
ell1090,1.1944400000e+03,2.2343900000e+01,9.8134100000e-02,5.7139500000e-09
ell1091,1.1967900000e+03,2.2086100000e+01,9.8171500000e-02,5.7051600000e-09
ell1092,1.1991400000e+03,2.1830400000e+01,9.8208800000e-02,5.6963800000e-09
ell1093,1.2013400000e+03,2.1578300000e+01,9.8245700000e-02,5.6876300000e-09
ell1094,1.2034000000e+03,2.1327500000e+01,9.8282500000e-02,5.6789000000e-09
ell1095,1.2056200000e+03,2.1081000000e+01,9.8319000000e-02,5.6701900000e-09
ell1096,1.2076900000e+03,2.0835000000e+01,9.8355200000e-02,5.6615000000e-09
ell1097,1.2097000000e+03,2.0592500000e+01,9.8391100000e-02,5.6528300000e-09
ell1098,1.2117000000e+03,2.0353500000e+01,9.8426700000e-02,5.6441800000e-09
ell1099,1.2136500000e+03,2.0117300000e+01,9.8461900000e-02,5.6355500000e-09
ell1100,1.2155200000e+03,1.9884500000e+01,9.8496800000e-02,5.6269400000e-09
ell1101,1.2173200000e+03,1.9653700000e+01,9.8531300000e-02,5.6183500000e-09
ell1102,1.2192100000e+03,1.9426400000e+01,9.8565400000e-02,5.6097700000e-09
ell1103,1.2208800000e+03,1.9202500000e+01,9.8599000000e-02,5.6012200000e-09
ell1104,1.2225500000e+03,1.8982800000e+01,9.8632200000e-02,5.5926900000e-09
ell1105,1.2240900000e+03,1.8765800000e+01,9.8664900000e-02,5.5841800000e-09
ell1106,1.2256300000e+03,1.8551400000e+01,9.8697100000e-02,5.5756900000e-09
ell1107,1.2271000000e+03,1.8341200000e+01,9.8728800000e-02,5.5672200000e-09
ell1108,1.2285100000e+03,1.8133700000e+01,9.8760000000e-02,5.5587600000e-09
ell1109,1.2297700000e+03,1.7928000000e+01,9.8790600000e-02,5.5503300000e-09
ell1110,1.2310500000e+03,1.7728600000e+01,9.8820700000e-02,5.5419200000e-09
ell1111,1.2321800000e+03,1.7532700000e+01,9.8850200000e-02,5.5335200000e-09
ell1112,1.2333900000e+03,1.7340000000e+01,9.8879000000e-02,5.5251500000e-09
ell1113,1.2343900000e+03,1.7152200000e+01,9.8907200000e-02,5.5167900000e-09
ell1114,1.2353300000e+03,1.6967000000e+01,9.8934800000e-02,5.5084600000e-09
ell1115,1.2362700000e+03,1.6786500000e+01,9.8961700000e-02,5.5001400000e-09
ell1116,1.2371400000e+03,1.6610200000e+01,9.8987900000e-02,5.4918400000e-09
ell1117,1.2378800000e+03,1.6437800000e+01,9.9013500000e-02,5.4835600000e-09
ell1118,1.2385500000e+03,1.6270300000e+01,9.9038300000e-02,5.4753000000e-09
ell1119,1.2392300000e+03,1.6106000000e+01,9.9062300000e-02,5.4670600000e-09
ell1120,1.2397700000e+03,1.5946400000e+01,9.9085600000e-02,5.4588400000e-09
ell1121,1.2402400000e+03,1.5790900000e+01,9.9108100000e-02,5.4506400000e-09
ell1122,1.2406500000e+03,1.5639400000e+01,9.9129900000e-02,5.4424500000e-09
ell1123,1.2409200000e+03,1.5493300000e+01,9.9150800000e-02,5.4342900000e-09
ell1124,1.2412000000e+03,1.5350500000e+01,9.9170900000e-02,5.4261400000e-09
ell1125,1.2413400000e+03,1.5212400000e+01,9.9190100000e-02,5.4180100000e-09
ell1126,1.2414200000e+03,1.5079100000e+01,9.9208500000e-02,5.4099000000e-09
ell1127,1.2414300000e+03,1.4949600000e+01,9.9226100000e-02,5.4018100000e-09
ell1128,1.2413700000e+03,1.4825600000e+01,9.9242700000e-02,5.3937400000e-09
ell1129,1.2412500000e+03,1.4706300000e+01,9.9258400000e-02,5.3856800000e-09
ell1130,1.2409200000e+03,1.4591000000e+01,9.9273200000e-02,5.3776500000e-09
ell1131,1.2406700000e+03,1.4480300000e+01,9.9287100000e-02,5.3696300000e-09
ell1132,1.2402900000e+03,1.4374300000e+01,9.9300000000e-02,5.3616300000e-09
ell1133,1.2397600000e+03,1.4273700000e+01,9.9312000000e-02,5.3536500000e-09
ell1134,1.2392500000e+03,1.4177000000e+01,9.9323000000e-02,5.3456900000e-09
ell1135,1.2385900000e+03,1.4085000000e+01,9.9332900000e-02,5.3377400000e-09
ell1136,1.2378800000e+03,1.3998300000e+01,9.9341900000e-02,5.3298200000e-09
ell1137,1.2370900000e+03,1.3915600000e+01,9.9349900000e-02,5.3219100000e-09
ell1138,1.2362500000e+03,1.3839000000e+01,9.9356800000e-02,5.3140200000e-09
ell1139,1.2353400000e+03,1.3765500000e+01,9.9362700000e-02,5.3061500000e-09
ell1140,1.2342900000e+03,1.3698200000e+01,9.9367600000e-02,5.2982900000e-09
ell1141,1.2331700000e+03,1.3634000000e+01,9.9371400000e-02,5.2904600000e-09
ell1142,1.2320000000e+03,1.3575900000e+01,9.9374100000e-02,5.2826400000e-09
ell1143,1.2307600000e+03,1.3521700000e+01,9.9375800000e-02,5.2748400000e-09
ell1144,1.2293000000e+03,1.3472100000e+01,9.9376300000e-02,5.2670500000e-09
ell1145,1.2279300000e+03,1.3428600000e+01,9.9375800000e-02,5.2592900000e-09
ell1146,1.2264200000e+03,1.3389000000e+01,9.9374100000e-02,5.2515400000e-09
ell1147,1.2248500000e+03,1.3354800000e+01,9.9371400000e-02,5.2438100000e-09
ell1148,1.2231400000e+03,1.3324400000e+01,9.9367500000e-02,5.2360900000e-09
ell1149,1.2214400000e+03,1.3299400000e+01,9.9362500000e-02,5.2284000000e-09
ell1150,1.2196000000e+03,1.3279000000e+01,9.9356300000e-02,5.2207200000e-09
ell1151,1.2177600000e+03,1.3263200000e+01,9.9349000000e-02,5.2130600000e-09
ell1152,1.2157200000e+03,1.3252100000e+01,9.9340600000e-02,5.2054100000e-09
ell1153,1.2137600000e+03,1.3246200000e+01,9.9331000000e-02,5.1977900000e-09
ell1154,1.2116600000e+03,1.3245000000e+01,9.9320300000e-02,5.1901800000e-09
ell1155,1.2095000000e+03,1.3248400000e+01,9.9308400000e-02,5.1825800000e-09
ell1156,1.2072000000e+03,1.3255700000e+01,9.9295300000e-02,5.1750100000e-09
ell1157,1.2048300000e+03,1.3267500000e+01,9.9281100000e-02,5.1674500000e-09
ell1158,1.2024700000e+03,1.3284700000e+01,9.9265700000e-02,5.1599100000e-09
ell1159,1.2000500000e+03,1.3305800000e+01,9.9249100000e-02,5.1523800000e-09
ell1160,1.1974200000e+03,1.3332200000e+01,9.9231400000e-02,5.1448700000e-09
ell1161,1.1948700000e+03,1.3362400000e+01,9.9212500000e-02,5.1373800000e-09
ell1162,1.1921800000e+03,1.3397300000e+01,9.9192500000e-02,5.1299100000e-09
ell1163,1.1894200000e+03,1.3436700000e+01,9.9171200000e-02,5.1224500000e-09
ell1164,1.1866700000e+03,1.3480800000e+01,9.9148800000e-02,5.1150100000e-09
ell1165,1.1837900000e+03,1.3528700000e+01,9.9125300000e-02,5.1075900000e-09
ell1166,1.1807600000e+03,1.3581300000e+01,9.9100500000e-02,5.1001800000e-09
ell1167,1.1778200000e+03,1.3637700000e+01,9.9074600000e-02,5.0927900000e-09
ell1168,1.1747400000e+03,1.3698700000e+01,9.9047600000e-02,5.0854100000e-09
ell1169,1.1716700000e+03,1.3763600000e+01,9.9019300000e-02,5.0780600000e-09
ell1170,1.1685300000e+03,1.3832300000e+01,9.8990000000e-02,5.0707100000e-09
ell1171,1.1652500000e+03,1.3905700000e+01,9.8959500000e-02,5.0633900000e-09
ell1172,1.1619800000e+03,1.3982900000e+01,9.8927800000e-02,5.0560800000e-09
ell1173,1.1586400000e+03,1.4064100000e+01,9.8895000000e-02,5.0487900000e-09
ell1174,1.1552400000e+03,1.4148400000e+01,9.8861100000e-02,5.0415100000e-09
ell1175,1.1517700000e+03,1.4236600000e+01,9.8826000000e-02,5.0342500000e-09
ell1176,1.1481600000e+03,1.4328600000e+01,9.8789800000e-02,5.0270000000e-09
ell1177,1.1446400000e+03,1.4425400000e+01,9.8752500000e-02,5.0197800000e-09
ell1178,1.1409700000e+03,1.4524500000e+01,9.8714100000e-02,5.0125600000e-09
ell1179,1.1373800000e+03,1.4629100000e+01,9.8674500000e-02,5.0053700000e-09
ell1180,1.1336500000e+03,1.4736800000e+01,9.8633900000e-02,4.9981900000e-09
ell1181,1.1299300000e+03,1.4847000000e+01,9.8592200000e-02,4.9910200000e-09
ell1182,1.1260700000e+03,1.4961100000e+01,9.8549400000e-02,4.9838700000e-09
ell1183,1.1222200000e+03,1.5078400000e+01,9.8505600000e-02,4.9767400000e-09
ell1184,1.1182900000e+03,1.5198100000e+01,9.8460600000e-02,4.9696200000e-09
ell1185,1.1143800000e+03,1.5322600000e+01,9.8414700000e-02,4.9625200000e-09
ell1186,1.1103900000e+03,1.5449500000e+01,9.8367600000e-02,4.9554400000e-09
ell1187,1.1064200000e+03,1.5579700000e+01,9.8319600000e-02,4.9483700000e-09
ell1188,1.1023700000e+03,1.5712300000e+01,9.8270500000e-02,4.9413100000e-09
ell1189,1.0982600000e+03,1.5848200000e+01,9.8220400000e-02,4.9342700000e-09
