pair_id,group_A,group_B,metric_distance,higgins_angle,metric_energy_delta,dominant_contrast_carrier,boundary_pressure_delta,rank,classification
P024,2000,2024,7.166770537617042,56.37258675407666,61.013336377316115,Solar,9908.924610051994,28,STRONG_DIVERGENCE
P020,2000,2020,7.096571174718825,56.39921515499704,58.57324589837504,Solar,9876.7824019025,29,STRONG_DIVERGENCE
P023,2000,2023,7.026002874809416,53.79072817417586,60.881256488813136,Solar,9895.922690763055,30,STRONG_DIVERGENCE
P021,2000,2021,6.995876484093234,53.94925372696933,59.90108858926622,Solar,9888.544025157235,31,STRONG_DIVERGENCE
P022,2000,2022,6.973230167305361,53.19133385362117,60.380054676717435,Solar,9886.53609341826,32,STRONG_DIVERGENCE
P019,2000,2019,6.648397217603109,48.783706783590304,58.537158858513855,Solar,9856.597855227883,33,STRONG_DIVERGENCE
P039,2001,2015,6.640536086044673,59.73219884471795,38.07285998288198,Nuclear,4104.657345132744,34,STRONG_DIVERGENCE
P017,2000,2017,6.6214748807410775,49.644147476806246,56.52877703101177,Solar,9823.871382636658,35,STRONG_DIVERGENCE
P018,2000,2018,6.563419843754589,47.61549745104401,58.15482232768296,Solar,9850.062415196746,36,STRONG_DIVERGENCE
P016,2000,2016,6.5375748690495765,49.18481593647734,54.8269039998968,Solar,9797.805243445695,37,STRONG_DIVERGENCE
P049,2001,2025,6.5068980222326305,56.70853515523958,49.55321199193782,Solar,4252.415252918288,38,STRONG_DIVERGENCE
P048,2001,2024,6.4528855141637305,56.01413372905025,48.966831120564784,Solar,4244.4846100519935,39,STRONG_DIVERGENCE
P044,2001,2020,6.400689398042448,56.1093002326413,46.52674064162371,Solar,4212.342401902498,40,STRONG_DIVERGENCE
P047,2001,2023,6.3198548760114335,53.58552215958226,48.834751232061805,Solar,4231.482690763052,41,STRONG_DIVERGENCE
P045,2001,2021,6.29058325149148,53.65165343683087,47.85458333251489,Solar,4224.104025157233,42,STRONG_DIVERGENCE
P062,2002,2015,6.281308458078339,59.779016845527615,31.30742940316132,Nuclear,2462.5119792790856,43,STRONG_DIVERGENCE
P046,2001,2022,6.2785390553802305,53.14743885200773,48.333549419966104,Solar,4222.096093418259,44,STRONG_DIVERGENCE
P072,2002,2025,6.1181591943534,57.27821973110302,42.787781412217164,Solar,2610.26988706463,45,STRONG_DIVERGENCE
P071,2002,2024,6.066231388182682,56.55607505922003,42.201400540844126,Solar,2602.339244198335,46,STRONG_DIVERGENCE
P067,2002,2020,6.021631570279538,56.51880997616739,39.76131006190305,Solar,2570.197036048839,47,STRONG_DIVERGENCE
P041,2001,2017,5.950952633943864,49.610691800637944,44.48227177426044,Solar,4159.431382636656,48,STRONG_DIVERGENCE
P043,2001,2019,5.945315795131788,48.440543213437316,46.490653601762524,Solar,4192.1578552278825,49,STRONG_DIVERGENCE
P070,2002,2023,5.929616977670892,54.06289609561759,42.06932065234115,Solar,2589.3373249093943,50,STRONG_DIVERGENCE
P068,2002,2021,5.9026555333668576,54.06066525691969,41.089152752794234,Solar,2581.9586593035747,51,STRONG_DIVERGENCE
P040,2001,2016,5.900652212193933,49.47317264736573,42.78039874314547,Solar,4133.3652434456935,52,STRONG_DIVERGENCE
P069,2002,2022,5.883499666721799,53.48350954306095,41.56811884024545,Solar,2579.950727564601,53,STRONG_DIVERGENCE
P042,2001,2018,5.869331620129411,47.40223476739693,46.108317070931626,Solar,4185.6224151967435,54,STRONG_DIVERGENCE
P013,2000,2013,5.853769342870896,41.10788350491187,51.295716128787255,Nuclear,9784.961013645227,55,STRONG_DIVERGENCE
P084,2003,2015,5.66027098349693,57.73827283870642,22.94218893929028,Nuclear,1088.4708391086474,56,STRONG_DIVERGENCE
P094,2003,2025,5.591143766264122,57.6728017337644,34.422540948346125,Solar,1236.228746894192,57,STRONG_DIVERGENCE
P064,2002,2017,5.565759833043788,49.77265075485997,37.71684119453978,Solar,2517.286016782998,58,STRONG_DIVERGENCE
P066,2002,2019,5.557076712595373,48.7502688229854,39.72522302204187,Solar,2550.012489374224,59,STRONG_DIVERGENCE
P093,2003,2024,5.535161697575202,56.785193490059385,33.83616007697309,Solar,1228.2981040278971,60,STRONG_DIVERGENCE
P063,2002,2016,5.516509804591843,49.51229211348475,36.01496816342481,Solar,2491.219877592035,61,STRONG_DIVERGENCE
P105,2004,2015,5.509147454123892,59.98923367220815,17.21513032237635,Nuclear,654.9241167862867,62,STRONG_DIVERGENCE
P065,2002,2018,5.476302782548439,47.60549992651043,39.34288649121097,Solar,2543.4770493430856,63,STRONG_DIVERGENCE
P089,2003,2020,5.465780229768622,56.00619059656238,31.396069598032014,Solar,1196.155895878401,64,STRONG_DIVERGENCE
P092,2003,2023,5.395103506186263,54.22594721969722,33.70408018847011,Solar,1215.2961847389563,65,STRONG_DIVERGENCE
P012,2000,2012,5.389133931754435,35.96624117717226,49.124694355891805,Nuclear,9762.987315010572,66,STRONG_DIVERGENCE
P090,2003,2021,5.3526240196754005,53.80928872597325,32.72391228892319,Solar,1207.9175191331367,67,STRONG_DIVERGENCE
P125,2005,2015,5.32905887102068,60.29139230891707,13.690937322380801,Nuclear,479.5022531082035,68,STRONG_DIVERGENCE
P091,2003,2022,5.322462373309398,53.09694177835045,33.20287837637441,Solar,1205.909587394163,69,STRONG_DIVERGENCE
P037,2001,2013,5.222444253797595,41.2227725649062,39.249210872035924,Nuclear,4120.521013645224,70,STRONG_DIVERGENCE
P115,2004,2025,5.219071801281487,58.157322479688425,28.695482331432196,Solar,802.6820245718313,71,STRONG_DIVERGENCE
P144,2006,2015,5.20030312389734,60.07020240762896,11.752927887514605,Nuclear,354.27234513274345,72,STRONG_DIVERGENCE
P114,2004,2024,5.169522743196531,57.30507350811662,28.109101460059158,Solar,794.7513817055365,73,STRONG_DIVERGENCE
P110,2004,2020,5.142080169089941,56.89612069704729,25.669010981118085,Solar,762.6091735560403,74,STRONG_DIVERGENCE
P113,2004,2023,5.041436522148703,54.95876080435797,27.97702157155618,Solar,781.7494624165955,75,STRONG_DIVERGENCE
P162,2007,2015,5.023043875792289,59.4334494991657,9.506724569059188,Nuclear,282.9674750028733,76,STRONG_DIVERGENCE
P088,2003,2019,5.01044568533212,48.43665068443829,31.359982558170827,Solar,1175.971349203786,77,STRONG_DIVERGENCE
P111,2004,2021,5.010246177141358,54.59013357503729,26.996853672009262,Solar,774.370796810776,78,STRONG_DIVERGENCE
P112,2004,2022,4.99510918507081,54.230486230572666,27.475819759460478,Solar,772.3628650718024,79,STRONG_DIVERGENCE
P086,2003,2017,4.97948267877273,48.61514330385267,29.351600730668743,Solar,1143.24487661256,80,STRONG_DIVERGENCE
P135,2005,2025,4.9734105556311485,58.332067043510804,25.171289331436647,Solar,627.2601608937481,81,STRONG_DIVERGENCE
P134,2005,2024,4.933586739101724,57.6027319929733,24.58490846006361,Solar,619.3295180274531,82,STRONG_DIVERGENCE
P130,2005,2020,4.926831951177891,57.30757521812412,22.144817981122536,Solar,587.1873098779571,83,STRONG_DIVERGENCE
P085,2003,2016,4.91095399214662,47.942244290073354,27.64972769955377,Solar,1117.178737421597,84,STRONG_DIVERGENCE
P087,2003,2018,4.903680010486001,46.82787693081193,30.97764602733993,Solar,1169.4359091726476,85,STRONG_DIVERGENCE
