Z,N,A,element,mass_excess_keV,binding_per_A_keV,binding_per_A_unc_keV,is_stable,halflife_s,primary_decay,isotopic_abundance,binding_total_keV
89,140,229,Ac,30689.936,7633.2446,0.0529,False,3762.0,B-,,1748013.0134
90,139,229,Th,29585.517,7634.651,0.0105,False,249828960000.0,A,,1748335.079
91,138,229,Pa,29896.848,7629.8752,0.0143,False,133920.0,EC,,1747241.4208000002
92,137,229,U,31210.62,7620.7218,0.0259,False,3468.0,B+~80,,1745145.2922
93,136,229,Np,33801.378,7605.9921,0.4418,False,240.0,A,,1741772.1909
94,135,229,Pu,37394.924,7586.8834,0.2648,False,91.0,A~50 20,,1737396.2985999999
95,134,229,Am,42180.414,7562.5697,0.4644,False,1.8,A~100,,1731828.4613
86,144,230,Rn,42170.0,7595.0,1.0,False,24.0,B- ?,,1746850.0
87,143,230,Fr,39486.769,7603.7052,0.0284,False,19.1,B-,,1748852.196
88,142,230,Ra,34516.306,7621.9144,0.0448,False,5580.0,B-,,1753040.312
89,141,230,Ac,33838.386,7621.4604,0.0689,False,122.0,B-,,1752935.892
90,140,230,Th,30862.512,7630.9974,0.0053,False,2379624000000.0,IS,0.02,1755129.402
91,139,230,Pa,32173.543,7621.8958,0.0132,False,1503359.9999999998,B+,,1753036.034
92,138,230,U,31615.017,7620.9227,0.0196,False,1747872.0,A,,1752812.221
93,137,230,Np,35236.615,7601.7751,0.2392,False,276.0,B+<97,,1748408.273
94,136,230,Pu,36932.17,7591.0016,0.0628,False,105.0,A~100,,1745930.368
95,135,230,Am,42872.0,7562.0,1.0,False,40.0,B+~100,,1739260.0
86,145,231,Rn,46550.0,7579.0,1.0,False,2.0,B- ?,,1750749.0
87,144,231,Fr,42080.575,7594.5009,0.0335,False,17.6,B-,,1754329.7079
88,143,231,Ra,38216.488,7607.8418,0.0492,False,104.0,B-,,1757411.4558
89,142,231,Ac,35762.853,7615.0768,0.0565,False,450.0,B-,,1759082.7408
90,141,231,Th,33815.811,7620.1188,0.0053,False,91872.0,B-,,1760247.4428
91,140,231,Pa,33424.338,7618.4267,0.0077,False,1030434000000.0,IS,,1759856.5677
92,139,231,U,33805.952,7613.3879,0.0116,False,362880.0,EC~100,,1758692.6049
93,138,231,Np,35623.686,7602.1321,0.2214,False,2928.0,B+,,1756092.5151
94,137,231,Pu,38308.577,7587.1224,0.0955,False,516.0,B+ ?,,1752625.2744
95,136,231,Am,42410.0,7566.0,1.0,False,60.0,B+ ?,,1747746.0
96,135,231,Cm,47270.0,7542.0,1.0,False,20.0,B+ ?,,1742202.0
87,145,232,Fr,46072.834,7579.3481,0.0602,False,5.5,B-,,1758408.7592
88,144,232,Ra,40496.955,7600.0099,0.0394,False,240.0,B-,,1763202.2968
89,143,232,Ac,39154.423,7602.4245,0.0562,False,118.8,B-,,1763762.484
90,142,232,Th,35446.71,7615.0338,0.0061,False,4.4184e+17,IS,99.98,1766687.8416
91,141,232,Pa,35946.549,7609.5072,0.033,False,114048.0,B-~100,,1765405.6704
92,140,232,U,34609.445,7611.8984,0.0078,False,2174484000.0,A,,1765960.4288
93,139,232,Np,37359.0,7597.0,0.0,False,882.0,B+~100,,1762504.0
94,138,232,Pu,38360.915,7588.9839,0.0728,False,2022.0000000000002,EC,,1760644.2648
95,137,232,Am,43420.0,7564.0,1.0,False,78.60000000000001,B+~97,,1754848.0
96,136,232,Cm,46333.0,7548.0,1.0,False,10.0,B+ ?,,1751136.0
87,146,233,Fr,48920.052,7569.2398,0.084,False,0.9,B-,,1763632.8734000002
88,145,233,Ra,44334.062,7585.5644,0.0369,False,30.0,B-,,1767436.5052
89,144,233,Ac,41308.037,7595.1939,0.056,False,143.0,B-,,1769680.1787
90,143,233,Th,38731.642,7602.8937,0.0061,False,1309.8,B-,,1771474.2321
91,142,233,Pa,37489.41,7604.8675,0.0057,False,2330640.0,B-,,1771934.1275000002
92,141,233,U,36919.111,7603.9574,0.0097,False,5024036400000.0,A,,1771722.0742000001
93,140,233,Np,37948.531,7596.1816,0.2188,False,2172.0,B+~100,,1769910.3128
94,139,233,Pu,40051.836,7583.7968,0.2325,False,1254.0,B+~100,,1767024.6544
95,138,233,Am,43285.0,7567.0,0.0,False,192.0,B+ ?,,1763111.0
96,137,233,Cm,47293.34,7546.002,0.348,False,27.0,A,,1758218.466
97,136,233,Bk,52771.0,7519.0,1.0,False,40.0,A~82,,1751927.0
88,146,234,Ra,46930.629,7576.5439,0.0358,False,30.0,B-,,1772911.2726
89,145,234,Ac,44841.195,7582.1297,0.0597,False,45.0,B-,,1774218.3498000002
90,144,234,Th,40612.958,7596.8557,0.0111,False,2082844.8,B-,,1777664.2338
91,143,234,Pa,40338.87,7594.6837,0.0175,False,24120.0,B-,,1777155.9858
92,142,234,U,38144.959,7600.716,0.0048,False,7747980000000.0,IS,0.0054,1778567.544
93,141,234,Np,39954.806,7589.6382,0.0359,False,380160.00000000006,B+,,1775975.3388
94,140,234,Pu,40349.986,7584.6061,0.0291,False,31680.000000000004,EC~94,,1774797.8274
95,139,234,Am,44462.0,7564.0,1.0,False,139.2,B+~100,,1769976.0
96,138,234,Cm,46722.411,7550.6868,0.073,False,52.0,B+~71,,1766860.7112
97,137,234,Bk,53395.0,7519.0,1.0,False,20.0,A>80,,1759446.0
88,147,235,Ra,51130.0,7561.0,1.0,False,5.0,B- ?,,1776835.0
89,146,235,Ac,47357.16,7573.5051,0.0595,False,62.0,B-,,1779773.6985000002
90,145,235,Th,44017.754,7584.3862,0.0555,False,432.0,B-,,1782330.757
91,144,235,Pa,42288.901,7588.4139,0.0595,False,1464.0,B-,,1783277.2665
92,143,235,U,40918.782,7590.9151,0.0048,False,2.221824e+16,IS,0.7204,1783865.0485
93,142,235,Np,41043.044,7587.0571,0.0059,False,34223040.0,EC,,1782958.4185
94,141,235,Pu,42182.346,7578.8799,0.0873,False,1518.0,B+,,1781036.7765
95,140,235,Am,44624.602,7565.1582,0.2246,False,618.0,B+,,1777812.177
96,139,235,Cm,48013.0,7547.0,0.0,False,420.0,B+ ?,,1773545.0
97,138,235,Bk,52770.0,7524.0,2.0,False,60.0,B+ ?,,1768140.0
89,147,236,Ac,51220.998,7559.2423,0.1618,False,270.0,B-,,1783981.1828
90,146,236,Th,46255.203,7576.9688,0.0592,False,2238.0,B-,,1788164.6368
91,145,236,Pa,45333.955,7577.5573,0.0592,False,546.0,B-,,1788303.5228000002
92,144,236,U,42444.582,7586.4854,0.0047,False,739135200000000.0,A,,1790410.5543999998
93,143,236,Np,43378.094,7579.2148,0.2136,False,4828680000000.0,EC,,1788694.6927999998
94,142,236,Pu,42901.508,7577.9192,0.0077,False,90198480.0,A,,1788388.9312
95,141,236,Am,46041.0,7561.0,1.0,False,216.0,B+~100,,1784396.0
96,140,236,Cm,47852.82,7550.309,0.0747,False,408.0,B+,,1781872.924
97,139,236,Bk,53542.0,7523.0,2.0,False,26.0,B+~100,,1775428.0
89,148,237,Ac,54020.0,7550.0,2.0,False,23.0,B- ?,,1789350.0
90,147,237,Th,49955.097,7563.4433,0.0668,False,288.0,B-,,1792536.0621
91,146,237,Pa,47527.624,7570.3847,0.055,False,522.0,B-,,1794181.1738999998
92,145,237,U,45390.133,7576.1026,0.0051,False,583372.7999999999,B-,,1795536.3162
93,144,237,Np,44871.599,7574.9895,0.0047,False,67664640000000.01,A,,1795272.5115
94,143,237,Pu,45091.662,7570.7599,0.0072,False,3943296.0,EC,,1794270.0963
95,142,237,Am,46570.0,7561.0,0.0,False,4416.0,B+,,1791957.0
96,141,237,Cm,49247.151,7546.6241,0.3139,False,600.0,B+ ?,,1788549.9117
97,140,237,Bk,53210.0,7527.0,1.0,False,120.0,B+ ?,,1783899.0
98,139,237,Cf,57938.255,7503.3507,0.4107,False,0.8,A,,1778294.1159
90,148,238,Th,52525.0,7555.0,1.0,False,564.0,B-,,1798090.0
91,147,238,Pa,50894.043,7558.3449,0.0665,False,136.79999999999998,B-,,1798886.0862
92,146,238,U,47307.732,7570.1262,0.0063,False,1.4085228e+17,IS,99.2742,1801690.0355999998
93,145,238,Np,47454.597,7566.222,0.0048,False,181353.6,B-,,1800760.836
94,144,238,Pu,46163.148,7568.3611,0.0048,False,2767812000.0,A,,1801269.9418
95,143,238,Am,48421.421,7555.5853,0.2475,False,5880.0,B+,,1798229.3014
96,142,238,Cm,49445.203,7547.9966,0.0514,False,7920.000000000001,EC ?,,1796423.1908
97,141,238,Bk,54216.0,7525.0,1.0,False,144.0,B+~100,,1790950.0
98,140,238,Cf,57278.0,7509.0,1.0,False,0.0211,SF,,1787142.0
90,149,239,Th,56500.0,7540.0,2.0,False,60.0,B- ?,,1802060.0
91,148,239,Pa,53337.0,7550.0,1.0,False,6480.0,B-,,1804450.0
92,147,239,U,50572.668,7558.5624,0.0063,False,1407.0,B-,,1806496.4135999999
93,146,239,Np,49311.005,7560.568,0.0055,False,203558.4,B-,,1806975.752
94,145,239,Pu,48588.22,7560.3187,0.0047,False,760911600000.0,A,,1806916.1693
95,144,239,Am,49390.36,7553.6891,0.0083,False,42840.0,EC,,1805331.6949
96,143,239,Cm,51146.962,7543.0659,0.6279,False,9000.0,B+~100,,1802792.7500999998
97,142,239,Bk,54250.0,7527.0,1.0,False,100.0,B+~100,,1798953.0
98,141,239,Cf,58202.0,7507.0,1.0,False,28.0,A,,1794173.0
99,140,239,Es,63630.0,7481.0,1.0,False,1.0,A ?,,1787959.0
91,149,240,Pa,57010.0,7537.0,1.0,False,20.0,B- ?,,1808880.0
92,148,240,U,52715.497,7551.7705,0.0106,False,50760.0,B-,,1812424.92
93,147,240,Np,52316.229,7550.1743,0.071,False,3714.0,B-,,1812041.832
94,146,240,Pu,50125.319,7556.0433,0.0046,False,207065160000.0,A,,1813450.392
95,145,240,Am,51510.11,7547.0136,0.0576,False,182880.0,B+,,1811283.264
96,144,240,Cm,51724.222,7542.8617,0.0079,False,2626560.0,A~100,,1810286.8080000002
97,143,240,Bk,55664.0,7523.0,1.0,False,288.0,B+ ?,,1805520.0
98,142,240,Cf,57988.719,7510.24,0.0751,False,40.3,A,,1802457.5999999999
99,141,240,Es,64225.0,7481.0,2.0,False,6.0,A,,1795440.0
91,150,241,Pa,59740.0,7528.0,1.0,False,1680.0,B- ?,,1814248.0
92,149,241,U,56197.0,7539.0,1.0,False,240.0,B- ?,,1816899.0
93,148,241,Np,54315.115,7544.0426,0.415,False,834.0,B-,,1818114.2666
94,147,241,Pu,52955.115,7546.4395,0.0046,False,452223240.0,B-~100,,1818691.9195
95,146,241,Am,52934.335,7543.2795,0.0046,False,13652856000.0,A,,1817930.3595
96,145,241,Cm,53701.77,7536.8488,0.0067,False,2833919.9999999995,EC,,1816380.5607999999
97,144,241,Bk,55981.0,7524.0,1.0,False,276.0,B+,,1813284.0
98,143,241,Cf,59327.0,7507.0,1.0,False,141.0,B+ ?,,1809187.0
99,142,241,Es,63893.0,7485.0,1.0,False,5.1,A~100,,1803885.0
100,141,241,Fm,69220.0,7459.0,1.0,False,0.00073,SF,,1797619.0
92,150,242,U,58620.0,7532.0,1.0,False,1008.0,B-,,1822744.0
93,149,242,Np,57416.876,7533.4042,0.8265,False,132.0,B-,,1823083.8164
94,148,242,Pu,54716.876,7541.3284,0.0052,False,11835000000000.0,A,,1825001.4728
95,147,242,Am,55468.014,7534.9917,0.0046,False,57672.0,B-,,1823467.9914
96,146,242,Cm,54803.699,7534.504,0.0047,False,14065920.000000002,A,,1823349.9679999999
97,145,242,Bk,57752.0,7519.0,1.0,False,420.0,B+~100,,1819598.0
98,144,242,Cf,59386.982,7509.0991,0.0533,False,209.4,A,,1817201.9822000002
99,143,242,Es,64801.0,7483.0,1.0,False,17.8,A,,1810886.0
100,142,242,Fm,68400.0,7465.0,2.0,False,0.0007999999999999999,SF~100,,1806530.0
92,151,243,U,62480.0,7518.0,1.0,False,960.0,B- ?,,1826874.0
93,150,243,Np,59806.0,7526.0,0.0,False,111.0,B-,,1828818.0
94,149,243,Pu,57754.561,7531.0087,0.0105,False,17839.08,B-,,1830035.1141000001
95,148,243,Am,57175.005,7530.1742,0.0057,False,231966000000.0,A,,1829832.3306
96,147,243,Cm,57181.936,7526.9261,0.0062,False,918396000.0,A~100,,1829043.0422999999
97,146,243,Bk,58689.629,7517.5021,0.0186,False,16560.0,B+~100,,1826753.0103
98,145,243,Cf,60990.0,7505.0,1.0,False,648.0,B+~86 3,,1823715.0
99,144,243,Es,64747.0,7486.0,1.0,False,22.1,A,,1819098.0
100,143,243,Fm,69316.0,7464.0,1.0,False,0.231,A,,1813752.0
93,151,244,Np,63240.0,7514.0,0.0,False,137.4,B-,,1833416.0
94,150,244,Pu,59806.021,7524.8154,0.0096,False,2565828000000000.0,A,,1836054.9576
95,149,244,Am,59879.135,7521.3095,0.0061,False,36036.0,B-,,1835199.5180000002
96,148,244,Cm,58451.835,7523.9527,0.0045,False,571551600.0,A,,1835844.4588
97,147,244,Bk,60713.825,7511.4759,0.059,False,18072.0,B+ ?,,1832800.1196
98,146,244,Cf,61478.096,7505.1373,0.0107,False,1170.0,A,,1831253.5012
99,145,244,Es,66026.0,7483.0,1.0,False,37.0,B+,,1825852.0
100,144,244,Fm,68964.0,7468.0,1.0,False,0.0031200000000000004,SF>97,,1822192.0
101,143,244,Md,75597.0,7438.0,2.0,False,0.36,A~100,,1814872.0
93,152,245,Np,65850.0,7506.0,1.0,False,360.0,B- ?,,1838970.0
94,151,245,Pu,63178.173,7513.2822,0.0556,False,37800.0,B-,,1840754.139
95,150,245,Am,61900.417,7515.3043,0.0077,False,7379.999999999999,B-,,1841249.5535
96,149,245,Cm,61004.524,7515.7677,0.0047,False,260370000000.0,A,,1841363.0865
97,148,245,Bk,61813.776,7509.2714,0.0073,False,427680.0,EC,,1839771.493
98,147,245,Cf,63385.151,7499.6644,0.0099,False,2700.0,B+,,1837417.778
99,146,245,Es,66315.0,7485.0,1.0,False,66.60000000000001,B+,,1833825.0
100,145,245,Fm,70192.0,7465.0,1.0,False,4.2,A~100,,1828925.0
101,144,245,Md,75325.0,7441.0,1.0,False,0.38,A~100,,1823045.0
94,152,246,Pu,65394.772,7506.5401,0.0609,False,936576.0,B-,,1846608.8646
95,151,246,Am,64994.0,7505.0,0.0,False,2340.0,B-,,1846230.0
96,150,246,Cm,62616.912,7511.4716,0.0062,False,148521360000.0,A,,1847822.0136
97,149,246,Bk,63966.912,7502.8035,0.244,False,155520.0,B+~100,,1845689.661
98,148,246,Cf,64090.228,7499.122,0.0062,False,128520.00000000001,A,,1844784.012
99,147,246,Es,67818.802,7480.7849,0.3655,False,450.0,B+,,1840273.0854
100,146,246,Fm,70191.187,7467.9608,0.0556,False,1.54,A,,1837118.3568
101,145,246,Md,76115.0,7441.0,1.0,False,0.92,A,,1830486.0
94,153,247,Pu,69210.0,7493.0,1.0,False,196128.0,B-,,1850771.0
95,152,247,Am,67153.0,7499.0,0.0,False,1380.0,B-,,1852253.0
96,151,247,Cm,65533.105,7501.9318,0.0154,False,492336000000000.0,A,,1852977.1546
97,150,247,Bk,65489.521,7498.9408,0.021,False,43552800000.0,A~100,,1852238.3776
98,149,247,Cf,66109.392,7493.2638,0.058,False,11196.0,EC,,1850836.1586
99,148,247,Es,68578.393,7480.1005,0.0787,False,273.0,B+~93,,1847584.8235
100,147,247,Fm,71672.0,7464.0,1.0,False,31.0,A~64,,1843608.0
101,146,247,Md,75936.0,7444.0,1.0,False,1.19,A~100,,1838668.0
95,153,248,Am,70563.0,7487.0,1.0,False,180.0,B- ?,,1856776.0
96,152,248,Cm,67392.748,7496.7291,0.0095,False,10982880000000.0,A,,1859188.8168
97,151,248,Bk,68131.053,7490.5975,0.2018,False,284040000.0,A ?,,1857668.18
98,150,248,Cf,67237.951,7491.044,0.0207,False,28814400.0,A~100,,1857778.912
99,149,248,Es,70299.0,7476.0,0.0,False,1440.0,B+~100,,1854048.0
100,148,248,Fm,71897.793,7465.9451,0.0343,False,34.5,A~100,,1851554.3847999999
101,147,248,Md,76948.0,7442.0,1.0,False,7.0,B+,,1845616.0
102,146,248,No,80689.0,7424.0,1.0,False,,SF ?,,1841152.0
95,154,249,Am,73104.0,7479.0,1.0,False,180.0,B- ?,,1862271.0
96,153,249,Cm,70750.696,7485.551,0.0095,False,3849.0000000000005,B-,,1863902.199
97,152,249,Bk,69846.333,7486.041,0.005,False,28270080.0,B-~100,,1864024.209
98,151,249,Cf,69722.733,7483.3954,0.0048,False,11077560000.0,A,,1863365.4546
99,150,249,Es,71175.0,7474.0,0.0,False,6132.0,B+~100,,1861026.0
100,149,249,Fm,73519.143,7461.8649,0.0249,False,96.0,B+ ?,,1858004.3601
101,148,249,Md,77180.952,7444.0169,0.6603,False,25.6,A,,1853560.2081
102,147,249,No,81787.0,7422.0,1.0,False,5.6999999999999996e-05,B+ ?,,1848078.0
96,154,250,Cm,72989.588,7478.9385,0.0411,False,261948000000.0,SF~74,,1869734.625
97,153,250,Bk,72952.006,7475.9594,0.0116,False,11563.2,B-,,1868989.8499999999
98,152,250,Cf,71170.336,7479.9567,0.0062,False,412804800.0,A,,1869989.175
99,151,250,Es,73225.0,7469.0,0.0,False,30960.0,B+~100,,1867250.0
100,150,250,Fm,74072.193,7462.0905,0.0316,False,1860.0,A~100,,1865522.625
101,149,250,Md,78399.14,7441.6533,0.3637,False,54.0,B+,,1860413.325
102,148,250,No,81566.0,7426.0,1.0,False,5.08e-06,SF~100,,1856500.0
96,155,251,Cm,76647.981,7466.7233,0.0904,False,1008.0,B-,,1874147.5483
97,154,251,Bk,75227.981,7469.2637,0.0428,False,3336.0,B-,,1874785.1887
98,153,251,Cf,74134.981,7470.5014,0.0155,False,28340880000.0,A~100,,1875095.8514
99,152,251,Es,74511.547,7465.8842,0.0211,False,118800.0,EC,,1873936.9342
100,151,251,Fm,75958.808,7457.0013,0.0569,False,19080.0,B+,,1871707.3263
101,150,251,Md,78966.749,7441.9005,0.0754,False,252.6,B+ ?,,1867917.0255
102,149,251,No,82849.0,7423.0,1.0,False,0.8,A,,1863173.0
103,148,251,Lr,87830.0,7400.0,1.0,False,0.0003,B+ ?,,1857400.0
96,156,252,Cm,79056.0,7460.0,1.0,False,60.0,B- ?,,1879920.0
97,155,252,Bk,78535.0,7459.0,1.0,False,108.0,B-,,1879668.0
98,154,252,Cf,76034.61,7465.3474,0.0094,False,83476200.0,A,,1881267.5447999998
99,153,252,Es,77294.61,7457.2428,0.1986,False,40754880.0,A,,1879225.1856
100,152,252,Fm,76816.611,7456.0351,0.0207,False,91404.0,A~100,,1878920.8452
101,151,252,Md,80467.118,7438.4444,0.3622,False,138.0,B+~100,,1874487.9888000002
102,150,252,No,82871.37,7425.7992,0.0369,False,2.467,A,,1871301.3984
103,149,252,Lr,88537.0,7400.0,1.0,False,0.369,A~98,,1864800.0
97,156,253,Bk,80929.0,7451.0,1.0,False,3600.0,B- ?,,1885103.0
98,155,253,Cf,79301.562,7454.8297,0.0168,False,1538784.0,B-,,1886071.9141000002
99,154,253,Es,79010.486,7452.8879,0.0049,False,1768608.0,A,,1885580.6387
100,153,253,Fm,79345.549,7448.4712,0.0061,False,259200.0,EC,,1884463.2136
101,152,253,Md,81173.0,7438.0,0.0,False,720.0,B+~100,,1881814.0
102,151,253,No,84358.696,7422.4719,0.0273,False,94.2,A,,1877885.3906999999
103,150,253,Lr,88523.471,7402.918,0.6503,False,0.632,A,,1872938.254
104,149,253,Rf,93642.0,7380.0,2.0,False,0.013000000000000001,SF~100,,1867140.0
97,157,254,Bk,84393.0,7440.0,1.0,False,60.0,B- ?,,1889760.0
98,156,254,Cf,81341.395,7449.2259,0.0451,False,5227200.0,SF,,1892103.3786000002
99,155,254,Es,81994.151,7443.5759,0.0116,False,23820480.0,A~100,,1890668.2785999998
100,154,254,Fm,80902.521,7444.7936,0.0073,False,11664.0,A,,1890977.5744
101,153,254,Md,83453.0,7432.0,0.0,False,600.0,B+~100,,1887728.0
102,152,254,No,84723.312,7423.5909,0.038,False,51.2,A,,1885592.0886000001
103,151,254,Lr,89645.887,7401.1306,0.3595,False,12.0,A,,1879887.1724
104,150,254,Rf,93201.0,7384.0,1.0,False,2.2899999999999998e-05,SF~100,,1875536.0
98,157,255,Cf,84809.0,7438.0,1.0,False,5100.0,B-,,1896690.0
99,156,255,Es,84089.237,7437.8216,0.0424,False,3438719.9999999995,B-,,1896644.5080000001
100,155,255,Fm,83800.465,7435.886,0.0154,False,72252.0,A,,1896150.9300000002
101,154,255,Md,84842.069,7428.7333,0.0218,False,1620.0,B+,,1894326.9915
102,153,255,No,86811.934,7417.9403,0.0551,False,211.2,B+,,1891574.7765000002
103,152,255,Lr,89947.305,7402.5767,0.0694,False,31.1,A,,1887657.0584999998
104,151,255,Rf,94329.0,7382.0,1.0,False,1.63,A,,1882410.0
105,150,255,Db,99595.0,7359.0,1.0,False,0.054,SF~67,,1876545.0
98,158,256,Cf,87041.0,7432.0,1.0,False,738.0,SF,,1902592.0
99,157,256,Es,87185.0,7428.0,0.0,False,27360.0,B-~100,,1901568.0
100,156,256,Fm,85484.796,7431.7888,0.0118,False,9426.0,SF,,1902537.9328
101,155,256,Md,87456.0,7421.0,0.0,False,4662.0,B+,,1899776.0
102,154,256,No,87823.046,7416.5429,0.0295,False,2.91,A,,1898634.9824
103,153,256,Lr,91746.603,7398.1605,0.3238,False,27.9,A,,1893929.088
104,152,256,Rf,94221.992,7385.4349,0.0697,False,0.0066,SF,,1890671.3344
105,151,256,Db,100298.0,7359.0,1.0,False,1.7,A,,1883904.0
99,158,257,Es,89403.0,7422.0,2.0,False,665280.0,B-,,1907454.0
100,157,257,Fm,88590.137,7422.1942,0.0169,False,8683200.0,A,,1907503.9094
101,156,257,Md,88992.472,7417.5845,0.0061,False,19872.0,EC,,1906319.2165
102,155,257,No,90247.064,7409.6587,0.0241,False,24.5,A,,1904282.2859
103,154,257,Lr,92665.0,7397.0,0.0,False,6.0,A~100,,1901029.0
104,153,257,Rf,95866.389,7381.7053,0.0421,False,5.0,A,,1897098.2621
105,152,257,Db,100154.285,7361.9767,0.6406,False,2.3,A>94,,1892028.0119
99,159,258,Es,92702.0,7412.0,2.0,False,240.0,B- ?,,1912296.0
100,158,258,Fm,90426.0,7418.0,1.0,False,0.00037,SF~100,,1913844.0
101,157,258,Md,91690.35,7409.6615,0.0135,False,4457376.0,A~100,,1911692.6670000001
102,156,258,No,91477.0,7407.0,0.0,False,0.00123,SF~100,,1911006.0
103,155,258,Lr,94782.0,7392.0,0.0,False,3.92,A,,1907136.0
104,154,258,Rf,96344.338,7382.5257,0.0624,False,0.0125,SF,,1904691.6306
105,153,258,Db,101507.703,7359.4803,0.356,False,2.17,A,,1898745.9174000002
106,152,258,Sg,105296.0,7342.0,2.0,False,0.0027,SF~100,,1894236.0
100,159,259,Fm,93704.0,7407.0,1.0,False,1.5,SF,,1918413.0
101,158,259,Md,93564.0,7405.0,0.0,False,5760.0,SF~100,,1917895.0
102,157,259,No,94079.381,7399.9714,0.0246,False,3480.0,A,,1916592.5926
103,156,259,Lr,95851.0,7390.0,0.0,False,6.2,A,,1914010.0
104,155,259,Rf,98367.0,7377.0,0.0,False,2.63,A,,1910643.0
105,154,259,Db,101991.021,7360.3626,0.2189,False,0.51,A,,1906333.9134000002
106,153,259,Sg,106519.0,7340.0,1.0,False,0.402,A~100,,1901060.0
100,160,260,Fm,95766.0,7402.0,2.0,False,60.0,SF ?,,1924520.0
101,159,260,Md,96550.0,7396.0,1.0,False,2401920.0,SF~100,,1922960.0
102,158,260,No,95610.0,7397.0,1.0,False,0.106,SF,,1923220.0
103,157,260,Lr,98277.0,7383.0,0.0,False,180.0,A,,1919580.0
104,156,260,Rf,99148.0,7377.0,1.0,False,0.021,SF~100,,1918020.0
105,155,260,Db,103673.0,7357.0,0.0,False,1.52,A,,1912820.0
106,154,260,Sg,106547.495,7342.5632,0.079,False,0.00495,SF,,1909066.4319999998
107,153,260,Bh,113123.0,7314.0,1.0,False,0.041,A~100,,1901640.0
101,160,261,Md,98578.0,7391.0,2.0,False,2400.0,A ?,,1929051.0
102,159,261,No,98455.0,7388.0,1.0,False,10800.0,A ?,,1928268.0
103,158,261,Lr,99557.0,7381.0,1.0,False,2340.0,SF~100,,1926441.0
104,157,261,Rf,101318.233,7371.3858,0.2516,False,2.1,SF,,1923931.6938
105,156,261,Db,104308.0,7357.0,0.0,False,4.7,SF,,1920177.0
106,155,261,Sg,108005.004,7339.771,0.0709,False,0.183,A,,1915680.231
107,154,261,Bh,113079.41,7317.3313,0.6889,False,0.0128,A~100,,1909823.4693
101,161,262,Md,101667.0,7382.0,2.0,False,180.0,SF ?,,1934084.0
102,160,262,No,100101.0,7385.0,1.0,False,0.005,SF,,1934870.0
103,159,262,Lr,102105.0,7374.0,1.0,False,14400.0,B+,,1931988.0
104,158,262,Rf,102392.0,7370.0,1.0,False,0.25,SF~100,,1930940.0
105,157,262,Db,106253.0,7352.0,1.0,False,34.0,SF,,1926224.0
106,156,262,Sg,108369.072,7341.1736,0.0846,False,0.0103,SF,,1923387.4832000001
107,155,262,Bh,114252.119,7315.7331,0.3552,False,0.084,A~100,,1916722.0722
102,161,263,No,103129.0,7376.0,2.0,False,1200.0,A ?,,1939888.0
103,160,263,Lr,103669.0,7371.0,1.0,False,18000.0,A ?,,1938573.0
104,159,263,Rf,104757.0,7364.0,1.0,False,660.0,SF~100,,1936732.0
105,158,263,Db,107110.0,7352.0,1.0,False,29.0,SF,,1933576.0
106,157,263,Sg,110195.0,7337.0,0.0,False,0.9400000000000001,A,,1929631.0
107,156,263,Bh,114496.0,7318.0,1.0,False,0.2,A ?,,1924634.0
108,155,263,Hs,119678.0,7295.0,1.0,False,0.0009000000000000001,A~100,,1918585.0
102,162,264,No,105011.0,7371.0,2.0,False,60.0,A ?,,1945944.0
103,161,264,Lr,106375.0,7363.0,2.0,False,36000.0,A ?,,1943832.0
104,160,264,Rf,106075.0,7361.0,1.0,False,3600.0,A ?,,1943304.0
105,159,264,Db,109262.0,7346.0,1.0,False,180.0,A ?,,1939344.0
106,158,264,Sg,110783.0,7338.0,1.0,False,0.078,SF>80,,1937232.0
107,157,264,Bh,115958.0,7315.0,1.0,False,1.07,A~86,,1931160.0
108,156,264,Hs,119563.165,7298.3762,0.1094,False,0.7,A,,1926771.3168
103,162,265,Lr,108233.0,7359.0,2.0,False,36000.0,A ?,,1950135.0
104,161,265,Rf,108690.0,7354.0,1.0,False,96.0,SF~100,,1948810.0
105,160,265,Db,110382.0,7345.0,1.0,False,900.0,A ?,,1946425.0
106,159,265,Sg,112794.0,7333.0,1.0,False,9.2,A>50,,1943245.0
107,158,265,Bh,116395.0,7316.0,1.0,False,1.19,A,,1938740.0
108,157,265,Hs,120900.245,7296.2474,0.0904,False,0.00196,A~100,,1933505.561
109,156,265,Mt,126624.0,7272.0,2.0,False,0.002,A ?,,1927080.0
103,163,266,Lr,111662.0,7349.0,2.0,False,79200.0,SF,,1954834.0
104,162,266,Rf,110136.0,7351.0,2.0,False,14400.0,A ?,,1955366.0
105,161,266,Db,112740.0,7339.0,1.0,False,4800.0,A ?,,1952174.0
106,160,266,Sg,113617.0,7332.0,1.0,False,0.39,SF>90,,1950312.0
107,159,266,Bh,118104.0,7313.0,1.0,False,10.6,A~100,,1945258.0
108,158,266,Hs,121139.675,7298.2611,0.1019,False,0.003,A,,1941337.4526
109,157,266,Mt,127672.681,7270.7598,0.3627,False,0.002,A~100,,1934022.1068
104,163,267,Rf,113444.0,7342.0,2.0,False,9000.0,SF,,1960314.0
105,162,267,Db,114014.0,7337.0,1.0,False,7200.0,SF,,1958979.0
