Z,N,A,B_exp_MeV,B_semf_pred_MeV,B_vol,B_surf,B_coul,B_asym,B_pair,B_pair_signed,shell_residual_MeV,is_stable,ln_coul_vol,ln_asym_vol,ln_surf_vol,ratio_exp_semf,ln_exp_semf,N_over_Z,Z_over_N,ln_N_over_Z,ln_Z_over_N,vol_over_coul,coul_over_vol,surf_over_vol,vol_over_surf
72,104,176,1418.7994304,1427.3613423565625,2772.0,559.0214180304258,648.5690547301976,137.89090909090908,0.8427242080948493,0.8427242080948493,-8.561911956562653,True,-1.4525558784440364,-3.000861501607407,-1.60113657298632,0.9940015806071734,-0.006016482178765567,1.4444444444444444,0.6923076923076923,0.36772478012531734,-0.3677247801253174,4.27402445396218,0.23397152046543926,0.20166717822165434,4.958665107620489
73,108,181,1452.236305,1460.1491481012963,2850.75,569.5594372156476,660.6408621968685,160.40055248618785,0.831002855504332,0.0,-7.912843101296403,True,-1.4621270293071926,-2.877663256683381,-1.610474251728878,0.9945807980564274,-0.0054339390849024935,1.4794520547945205,0.6759259259259259,0.3916717859758285,-0.3916717859758286,4.315128177994063,0.2317428263428461,0.19979283950386656,5.005184382399486
74,108,182,1459.3323472,1467.393178158894,2866.5,571.6553350597579,677.7461375833096,150.53406593406595,0.828716736027111,0.828716736027111,-8.06083095889403,True,-1.442074262867038,-2.9466576420518242,-1.6123108036658678,0.9945066999909269,-0.005508443666131357,1.4594594594594594,0.6851851851851852,0.3780661339200499,-0.3780661339200499,4.2294597357962,0.23643681757659502,0.19942624631423617,5.014385109692627
75,110,185,1478.3368685,1486.367306438985,2913.75,577.9201290081462,692.5301321204361,156.93243243243242,0.821969947500877,0.0,-8.03043793898496,True,-1.4368444411478245,-2.921380844308379,-1.6177605163330444,0.9945972722191905,-0.005417375296059634,1.4666666666666666,0.6818181818181818,0.3829922522561057,-0.38299225225610584,4.207398154761123,0.23767657902031267,0.1983423866179824,5.041786665227797
76,112,188,1499.0867328000002,1506.8418838092057,2961.0,584.1511488420309,707.4436292469815,163.3787234042553,0.8153853024732306,0.8153853024732306,-7.75515100920552,True,-1.4316243777344957,-2.897211365878235,-1.6231225622502523,0.9948533744034238,-0.005159915091070118,1.4736842105263157,0.6785714285714286,0.38776553100876343,-0.38776553100876343,4.185492493800182,0.23892050970853815,0.19728171186829818,5.0688935661080565
77,114,191,1518.0898504000002,1525.5441640044312,3008.25,590.3491113129714,722.4860440543252,169.87068062827225,0.8089564087169273,0.0,-7.454313604431036,True,-1.4264156897060298,-2.8740763479353673,-1.6283997173224793,0.995113669089157,-0.004898308057859303,1.4805194805194806,0.6754385964912281,0.39239302654081165,-0.39239302654081165,4.163748247812249,0.2401682187498796,0.19624336784275623,5.095713608019962
78,114,192,1524.9585216,1532.2147053019632,3024.0,592.4078728051821,740.2092688940469,159.975,0.8068470011925021,0.8068470011925021,-7.256183701963209,True,-1.407402795277638,-2.9393181842739,-1.6301403653161968,0.995264251363171,-0.004746997824004756,1.4615384615384615,0.6842105263157895,0.3794896217049037,-0.3794896217049037,4.085331171978142,0.24477819738559753,0.19590207434033802,5.104591175807121
79,118,197,1559.3839956,1564.1628069126073,3102.75,602.6486015054993,752.9553428509288,182.98324873096445,0.7965420188648298,0.0,-4.778811312607331,True,-1.416038173611243,-2.8306494823472406,-1.6387098175529322,0.9969448120799906,-0.0030598645343421463,1.4936708860759493,0.6694915254237288,0.4012367719986432,-0.40123677199864327,4.12076231274487,0.24267354535522642,0.1942304734527433,5.1485226917459075
80,116,196,1551.21652,1556.9078817632803,3087.0,600.6074522324672,773.5730333511914,156.71020408163267,0.7985714285714286,0.7985714285714286,-5.6913617632803835,True,-1.3839349396169915,-2.980556758679371,-1.6370134610504419,0.9963444454036454,-0.0036622524639874235,1.45,0.6896551724137931,0.371563556432483,-0.37156355643248296,3.9905734389768277,0.250590551782051,0.194560237198726,5.13979636537238
81,122,203,1600.8687590000002,1602.2379202545385,3197.25,614.8238331807405,783.9335667617653,196.25467980295565,0.7846821702921408,0.0,-1.3691612545383123,True,-1.405722063826601,-2.7906331418055155,-1.6487105676541987,0.9991454694479327,-0.0008548958714320416,1.5061728395061729,0.6639344262295082,0.4095718900608178,-0.40957189006081784,4.078470594398764,0.2451899497260975,0.19229770370810556,5.200270105762312
82,122,204,1607.5062504,1608.8423045978682,3213.0,616.841304949878,802.2167940780489,185.88235294117646,0.7827565669716574,0.7827565669716574,-1.3360541978681795,True,-1.3875814709728016,-2.8498463965911167,-1.6503485725883416,0.9991695555281895,-0.0008307894818418521,1.4878048780487805,0.6721311475409836,0.39730179746900346,-0.3973017974690035,4.005151754137177,0.24967842952942698,0.19198297695296546,5.208795153983852
83,120,203,1595.0676686,1599.2249028754409,3197.25,614.8238331807405,823.3721999044096,159.82906403940888,0.7846821702921408,0.0,-4.157234275440942,False,-1.3566379981120704,-2.9959414499256822,-1.6487105676541987,0.9974004692723543,-0.0026029153745826305,1.4457831325301205,0.6916666666666667,0.36865113498544805,-0.3686511349854481,3.883116287349984,0.25752512312281167,0.19229770370810556,5.200270105762312
84,122,206,1615.1630438000002,1618.9424907596483,3244.5,620.8663883559892,839.3399713069618,166.13009708737863,0.7789475099780285,0.7789475099780285,-3.779446959648112,False,-1.3521006995300682,-2.9719453352569474,-1.653600630903463,0.9976654841161933,-0.0023372451144615227,1.4523809523809523,0.6885245901639344,0.3732042458899429,-0.37320424588994294,3.86553733995045,0.25869624635751637,0.19135965121158552,5.225762033263242
85,124,209,1633.2897515,1636.9608430556777,3291.75,626.8796806162585,855.4324428352405,172.47703349282295,0.7733367706022715,0.0,-3.6710915556777763,False,-1.3475674950699894,-2.948910528800886,-1.658419991961873,0.9977573736285439,-0.0022451448239803086,1.4588235294117646,0.6854838709677419,0.37763030911472034,-0.3776303091147205,3.8480537271766804,0.25987163145294767,0.19043963867737784,5.251007652320174
86,124,210,1637.2997129999999,1642.0205624454682,3307.5,628.8777056136023,874.40751095056,162.96571428571426,0.771493295344752,0.771493295344752,-4.720849445468275,False,-1.3304013693300056,-3.0104080591127227,-1.6600110848794256,0.9971249754397488,-0.002879165381909331,1.441860465116279,0.6935483870967742,0.36593426935152906,-0.36593426935152906,3.782561287018736,0.264371129539096,0.19013687244553357,5.25936914359659
87,126,213,1654.6807659,1659.898994940342,3354.75,634.852846624172,890.7601302664722,169.23802816901406,0.7660409775871804,0.0,-5.218229040341839,False,-1.32605735382168,-2.986826356290114,-1.6647392965434111,0.9968562972468519,-0.0031486545673929363,1.4482758620689655,0.6904761904761905,0.37037378829689427,-0.37037378829689427,3.7661654198604753,0.26552205984543475,0.18923998707032477,5.28429543608235
88,126,214,1658.3227866,1664.4527867693669,3370.5,636.8383149351392,910.053521193683,159.91962616822428,0.7642490664135735,0.7642490664135735,-6.130000169366895,False,-1.30931296801355,-3.048145027721488,-1.6663005796475534,0.9963171078097895,-0.003689690734990845,1.4318181818181819,0.6984126984126984,0.35894509247327155,-0.35894509247327155,3.7036283268032872,0.2700054950878751,0.18894476040205882,5.292552161129437
89,126,215,1659.6739455,1666.9922576804731,3386.25,638.8206930105681,929.5286772159357,150.90837209302325,0.7624696715279894,0.0,-7.318312180473185,False,-1.2928007344104089,-3.1108055480974333,-1.6678545840161572,0.9956098703237793,-0.00439979459270499,1.4157303370786516,0.7063492063492064,0.3476455372193381,-0.3476455372193381,3.642975287370668,0.27450090135575805,0.18865136744498134,5.300783204190884
90,126,216,1662.6949272,1670.5757026478975,3402.0,640.8,949.1850000000001,142.20000000000002,0.7607026478976647,0.7607026478976647,-7.880775447897577,False,-1.2765150513003531,-3.1748842555866665,-1.6694013772016578,0.9952825990253501,-0.0047285630283845905,1.4,0.7142857142857143,0.3364722366212129,-0.3364722366212129,3.5841274356421557,0.27900793650793654,0.18835978835978834,5.308988764044944
91,126,217,1663.2277046000002,1672.161524930881,3417.75,642.7762548462712,969.0218976422029,133.79032258064515,0.7589478528317821,0.0,-8.933820330880735,False,-1.2604505089907025,-3.240463901232648,-1.6709410258204225,0.9946573221559741,-0.005357000986032456,1.3846153846153846,0.7222222222222222,0.32542240043462795,-0.325422400434628,3.5270100792520522,0.2835262665912378,0.1880700036123974,5.31716903701958
92,126,218,1665.6767638000001,1674.79371493791,3433.5,644.7494762886861,989.0387845615386,125.67522935779817,0.7572051459330708,0.7572051459330708,-9.116951137909837,False,-1.2446018812700999,-3.3076343934764116,-1.6724735955699657,0.9945563736855509,-0.005458496839113382,1.3695652173913044,0.7301587301587301,0.3144933299024377,-0.3144933299024377,3.471552434136485,0.28805556562153445,0.1877819939678713,5.3253242170338
93,130,223,1696.4870842000003,1709.020309142197,3512.25,654.5707244580433,1003.1643475656789,145.4946188340807,0.7486681747439512,0.0,-12.533224942196739,False,-1.253097506195067,-3.183873034762345,-1.680032498460309,0.9926664271482605,-0.007360595694171985,1.3978494623655915,0.7153846153846154,0.33493495730232653,-0.3349349573023265,3.5011710778228657,0.2856187195005136,0.1863679192705654,5.3657303462631845
94,136,230,1745.930368,1758.8037187980524,3622.5,668.1980844899626,1014.4666884290675,181.7686956521739,0.7371873692564899,0.7371873692564899,-12.873350798052343,False,-1.2728013509248723,-2.9921846984102105,-1.6903350109480013,0.9926806211173752,-0.007346296965768434,1.446808510638298,0.6911764705882353,0.3693601034660482,-0.36936010346604814,3.5708417450449272,0.28004601474922497,0.18445771828570398,5.4212965946543585
95,138,233,1763.111,1775.8634240507656,3669.75,673.9959439450428,1031.8163830771532,188.0742489270386,0.7324261523659078,0.0,-12.752424050765512,False,-1.2688028120009276,-2.971041992874833,-1.6946547258288365,0.9928190288295498,-0.007206878444689934,1.4526315789473685,0.6884057971014492,0.3733767935566639,-0.3733767935566639,3.5565921031955523,0.28116803135830865,0.18366263204442884,5.444765703663091
96,138,234,1766.8607112,1779.3796132559269,3685.5,675.9230247658356,1052.266682980314,178.66153846153844,0.7308594636149658,0.7308594636149658,-12.518902055926901,False,-1.253459618525763,-3.0266683112792228,-1.6960822797595032,0.9929644568462714,-0.007060409287271011,1.4375,0.6956521739130435,0.3629054936893685,-0.3629054936893685,3.5024391246158544,0.2855153121639707,0.18340063078709418,5.4525439509577165
97,140,237,1783.899,1796.2951443546667,3732.75,681.6878701785668,1069.8669854667667,184.89999999999998,0.7262190391521034,0.0,-12.39614435466683,False,-1.2496108993261605,-3.005085368013694,-1.7003286216853133,0.9930990492327361,-0.006924872446421055,1.443298969072165,0.6928571428571428,0.3669314441059215,-0.3669314441059215,3.488985126848697,0.28661629776083763,0.18262350014829998,5.475746545148608
98,142,240,1802.4576,1814.5270863853927,3780.0,687.4284418392082,1087.5861376722423,191.17999999999998,0.7216658968433153,0.7216658968433153,-12.069486385392793,False,-1.2457633217325719,-2.984263895978017,-1.7045215490876,0.9933484121146763,-0.006673808284793624,1.4489795918367347,0.6901408450704225,0.3708595789306888,-0.3708595789306889,3.4755867779726612,0.28772120044239213,0.18185937614793868,5.498754153794752
99,144,243,1819.098,1831.1811353515839,3827.25,693.1451434897403,1105.4237211586758,197.5,0.7171973343933351,0.0,-12.083135351583906,False,-1.2419178100994408,-2.964163224271014,-1.7086623890871189,0.9934014526917546,-0.006620413966736275,1.4545454545454546,0.6875,0.3746934494414107,-0.3746934494414107,3.4622470340951055,0.2888297658001635,0.18110788255006607,5.521570822427106
100,144,244,1822.192,1834.1840320785843,3843.0,695.0454743614359,1126.4403180794604,188.04590163934424,0.7157261588248885,0.7157261588248885,-11.992032078584316,False,-1.227190812052126,-3.017322499880438,-1.71003131640467,0.993461925374525,-0.0065595414543565276,1.44,0.6944444444444444,0.36464311358790924,-0.3646431135879093,3.4116321462571353,0.29311483686689055,0.1808601286394577,5.529134627530245
101,148,249,1853.5602081,1865.5347490508302,3921.75,704.5084941624609,1141.4525399192387,210.25421686746986,0.7085037120863663,0.0,-11.97454095083026,False,-1.2342363735741309,-2.925975906639855,-1.7167928734618387,0.9935811750722291,-0.006439514165748241,1.4653465346534653,0.6824324324324325,0.3820917569228556,-0.3820917569228556,3.435753886252227,0.2910569362961022,0.17964135759863858,5.566646864438852
102,148,250,1856.5,1868.4896763415038,3937.5,706.3934681258486,1162.7271408174613,200.5968,0.7070852848136496,0.7070852848136496,-11.98967634150381,False,-1.2197777748080032,-2.9770043598768594,-1.7181288805943518,0.993583225803538,-0.006437450188245449,1.4509803921568627,0.6891891891891891,0.37223946047984396,-0.372239460479844,3.386435098807206,0.2952957817949108,0.17940151571450122,5.574088914562994
103,150,253,1872.938254,1884.7405587588808,3984.75,712.033373435669,1181.0460282797583,206.93003952569168,0.7028805778504393,0.0,-11.802304758880837,False,-1.2160740645733252,-2.95784909116548,-1.722105070882776,0.9937379684943731,-0.006281720262361422,1.4563106796116505,0.6866666666666666,0.37590630586662,-0.37590630586662,3.3739159224843682,0.29639149966240247,0.1786895974491923,5.596296674653011
104,152,256,1890.6713344,1902.266342769514,4032.0,717.6510300201197,1199.4813772103662,213.29999999999998,0.69875,0.69875,-11.595008369514062,False,-1.2123732530522797,-2.9393181842739,-1.7260343894667902,0.9939046346408922,-0.006114017933334289,1.4615384615384615,0.6842105263157895,0.3794896217049037,-0.3794896217049037,3.3614527716780582,0.2974904209351107,0.17798884673118048,5.6183295659548635
105,152,257,1892.0280119000001,1903.3377031740206,4047.75,719.5186982977265,1221.1842600068521,203.70933852140075,0.6973892392149184,0.0,-11.309691274020452,False,-1.1983400783452685,-2.989222283500879,-1.7273339362720095,0.994057969190039,-0.005959754921388915,1.4476190476190476,0.6907894736842105,0.369920170688753,-0.36992017068875305,3.31461036025578,0.30169458588273784,0.17775769212469308,5.6256355944277345
106,154,260,1909.0664319999998,1920.704809922229,4095.0,725.1072280243804,1239.8628546812824,210.0184615384615,0.6933541663536753,0.6933541663536753,-11.63837792222921,False,-1.1947659448683179,-2.9703265573458304,-1.7312024516454452,0.9939405691795501,-0.006077863670826562,1.4528301886792452,0.6883116883116883,0.37351350830156194,-0.373513508301562,3.3027846463330457,0.30277481188798105,0.17707136215491587,5.647440601519301
107,156,263,1924.634,1936.5550144944,4142.25,730.6743041339342,1258.65680304467,216.3638783269962,0.6893883330636358,0.0,-11.92101449439997,False,-1.1911939954469173,-2.9520327852648327,-1.735026585366191,0.9938442159374892,-0.006174809017081148,1.4579439252336448,0.6858974358974359,0.3770271727876308,-0.37702717278763087,3.291008311383982,0.3038582420290108,0.1763955106847569,5.669078516329919
108,156,264,1926.7713168,1938.5426349899215,4158.0,732.5252852408463,1280.7837975674433,206.83636363636361,0.6880814345744699,0.6880814345744699,-11.77131818992143,False,-1.1775619570595006,-3.000861501607407,-1.736291609022375,0.9939277486203018,-0.006090762472154314,1.4444444444444444,0.6923076923076923,0.36772478012531734,-0.3677247801253174,3.24644956307003,0.30802881134378146,0.1761725072729308,5.6762545727454246
109,160,269,1956.706,1969.2565916015528,4236.75,741.7453896882196,1296.5892826507481,229.15873605947954,0.681656630629956,0.0,-12.550591601552924,False,-1.184059277899627,-2.9171368108855833,-1.7425457011742156,0.9936267362744508,-0.0063936596761706875,1.4678899082568808,0.68125,0.38382593300468326,-0.3838259330046832,3.267611460846248,0.3060339370155775,0.17507414638301047,5.711865633274576
110,162,272,1973.36,1986.0948920401086,4284.0,747.2500251559153,1315.7270875230115,235.60588235294117,0.6778870719765506,0.6778870719765506,-12.734892040108662,False,-1.1804977214903078,-2.9004820125596966,-1.7462425967389352,0.9935879740232213,-0.0064326713149568775,1.4727272727272727,0.6790123456790124,0.3871159694399678,-0.38711596943996784,3.2559943780325,0.30712583742367217,0.17442811044722578,5.733020884283188
111,162,273,1973.79,1986.6376153830627,4299.75,749.080399905732,1338.2308858101064,225.8010989010989,0.6766443815237212,0.0,-12.847615383062703,False,-1.1672083742590675,-2.9466576420518247,-1.7474658397019227,0.9935329849371721,-0.006488016799402856,1.4594594594594594,0.6851851851851852,0.3780661339200499,-0.3780661339200499,3.2130105840421694,0.31123458010584487,0.17421487293580604,5.740038052712502
112,164,276,1989.684,2003.315945752542,4347.0,754.5581663212133,1357.6075404971677,232.19130434782608,0.6729569187494499,0.6729569187494499,-13.631945752541924,False,-1.1637619627993097,-2.929679611402002,-1.7511088632126528,0.993195309116645,-0.006827948359032231,1.4642857142857142,0.6829268292682927,0.3813675565291038,-0.3813675565291038,3.201956287314146,0.31230907303822586,0.17358135871203434,5.760987282389962
113,166,279,2004.057,2018.5224766297156,4394.25,760.0161212138956,1377.0974236617653,238.61397849462367,0.6693290922197811,0.0,-14.465476629715567,False,-1.160318900204924,-2.913205053669044,-1.754712501914058,0.9928336311350526,-0.0071921706301788105,1.4690265486725664,0.6807228915662651,0.38459996964420273,-0.3845999696442026,3.1909507087127413,0.31338622601394217,0.1729569599394426,5.781785250793781
114,170,284,2034.292,2049.4787222481477,4473.0,769.0694540125913,1393.4138262354875,261.7014084507042,0.663410946930364,0.663410946930364,-15.186722248147817,False,-1.16630259822531,-2.8386104119826703,-1.7606333206940048,0.9925899585668843,-0.007437632173655709,1.4912280701754386,0.6705882352941176,0.3995999886557663,-0.3995999886557664,3.210101633686575,0.31151661664106584,0.17193593874638752,5.816119697203274
115,172,287,2048.893,2064.359172448686,4520.25,774.4759453955833,1413.117669612177,268.297212543554,0.659934533760868,0.0,-15.466172448685938,False,-1.1627689253722873,-2.8242272129806985,-1.7641359798934764,0.992508003134774,-0.007520202841439292,1.4956521739130435,0.6686046511627907,0.402562348450203,-0.402562348450203,3.1987782031205936,0.31261936167516774,0.17133475922694172,5.836527301943726
116,174,290,2064.8,2080.439177488702,4567.5,779.8636312112924,1432.9337035054234,274.92,0.6565122054174384,0.6565122054174384,-15.63917748870199,False,-1.1592421256216163,-2.810241141998757,-1.767602215633776,0.9924827518833884,-0.007545645026822941,1.5,0.6666666666666666,0.4054651081081644,-0.40546510810816444,3.1875166232927628,0.31372385407891046,0.17074190064833988,5.856793184349052
117,174,291,2065.518,2080.8028923074435,4583.25,781.655392404939,1456.182436937102,264.60927835051547,0.655383206808294,0.0,-15.284892307443442,False,-1.146590111441741,-2.8519093158044413,-1.7687496636974336,0.9926543295552162,-0.0073727827354887355,1.4871794871794872,0.6724137931034483,0.39688136441677296,-0.3968813644167729,3.1474421636620575,0.3177183083918839,0.17054609554463296,5.86351740745829
118,176,294,2081.226,2096.7206357475625,4630.5,787.0184058679847,1476.2333973887728,271.1795918367347,0.6520308410551412,0.6520308410551412,-15.49463574756237,False,-1.1431710116386928,-2.8376388307150813,-1.7721684970864966,0.9926100618826418,-0.007417378984504865,1.4915254237288136,0.6704545454545454,0.39979937057248705,-0.3997993705724871,3.1366991210134074,0.31880647821806996,0.16996402243126763,5.883598103265611
