Date,Mechanical,Thermal,Age,Errors
2025-06-16,62.7447,33.2253,29.201,412.223
2025-06-17,63.4711,33.2301,29.2259,412.923
2025-06-18,69.2729,33.2446,29.2512,413.165
2025-06-19,69.8318,33.2752,29.2802,413.959
2025-06-20,63.4268,33.674,29.3076,414.474
2025-06-21,63.4926,33.2187,29.3309,414.942
2025-06-22,63.8177,33.224,29.3549,415.327
2025-06-23,64.2415,33.2325,29.3185,415.67
2025-06-24,64.5733,33.2995,29.1862,416.571
2025-06-25,67.3959,33.2186,29.1844,417.26
2025-06-26,71.6661,33.3221,29.2127,417.998
2025-06-27,73.8764,33.3277,29.2296,418.153
2025-06-28,66.1366,33.3503,29.2491,418.221
2025-06-29,66.3078,33.2984,29.2753,418.879
2025-06-30,66.3716,33.3051,29.2982,418.918
2025-07-01,66.5211,33.2499,29.2601,418.34
2025-07-02,66.6997,33.333,29.1273,417.902
2025-07-03,67.9207,33.3067,28.9977,417.8
2025-07-04,67.8849,33.2386,29.0193,415.407
2025-07-05,67.5727,33.1673,29.0371,416.139
2025-07-06,71.4952,33.3855,29.0544,416.037
2025-07-07,71.1967,33.5139,29.0833,416.103
2025-07-08,68.3804,33.5531,29.1032,416.373
2025-07-09,68.1697,33.4147,29.1257,416.484
2025-07-10,69.4251,33.3528,29.1541,416.707
2025-07-11,68.9507,33.3976,29.1772,416.014
2025-07-12,69.85,33.7134,29.1932,415.593
2025-07-13,68.2839,33.6301,29.2159,414.753
2025-07-14,83.9563,33.5902,29.2316,413.631
2025-07-15,69.0306,33.6529,29.2542,413.407
2025-07-16,71.1432,33.5901,29.2843,412.953
2025-07-17,71.6588,33.6433,29.3122,412.31
2025-07-18,73.1762,33.7427,29.3264,412.491
2025-07-19,69.6293,33.9143,29.3542,412.843
2025-07-20,71.7101,33.9615,29.3752,412.948
2025-07-21,95.6591,33.7505,29.3989,413.427
2025-07-22,101.719,33.8117,29.4219,413.706
2025-07-23,71.5075,33.6909,29.4412,414.083
2025-07-24,72.4817,33.7775,29.4648,414.684
2025-07-25,73.539,33.4462,29.4849,415.376
2025-07-26,77.1994,33.6082,29.5077,415.982
2025-07-27,84.4126,33.6493,29.5268,416.725
2025-07-28,95.2012,33.667,29.5509,417.14
2025-07-29,103.467,33.7426,29.5678,417.808
2025-07-30,80.8076,33.7124,29.5964,418.579
2025-07-31,81.7536,33.7071,29.6204,418.653
2025-08-01,78.7139,33.5393,29.6455,419.364
2025-08-02,78.034,33.6405,29.6109,418.335
2025-08-03,74.7492,33.6934,29.5776,418.414
2025-08-04,77.1935,33.5191,29.6039,418.977
2025-08-05,94.7108,33.567,29.6376,420.11
2025-08-06,89.6833,33.6593,29.665,420.79
2025-08-07,75.1931,33.6122,29.6828,421.532
2025-08-08,75.7508,33.7169,29.7015,421.503
2025-08-09,76.0622,33.9476,29.7219,422.502
2025-08-10,75.2004,33.9176,29.747,422.367
2025-08-11,76.0239,33.9332,29.7694,423.107
2025-08-12,75.6682,34.0951,29.7902,423.338
2025-08-13,75.7188,34.0781,29.8073,424.338
2025-08-14,78.1315,33.9901,29.8371,425.838
2025-08-15,76.4077,34.1089,29.859,426.359
2025-08-16,76.6988,34.0389,29.8724,425.415
2025-08-17,81.1688,33.9863,29.8918,426.177
2025-08-18,88.7174,33.7045,29.9154,426.572
2025-08-19,80.1267,33.7691,29.9416,426.805
2025-08-20,87.6955,33.7371,29.8487,425.492
2025-08-21,85.7954,33.816,29.7691,424.856
2025-08-22,85.2817,33.9387,29.8964,427.328
2025-08-23,85.7157,34.0369,29.9228,428.94
2025-08-24,86.2687,34.0455,29.9426,430.552
2025-08-25,88.2297,34.2306,29.9684,431.608
2025-08-26,92.7361,34.4103,29.9812,432.568
2025-08-27,97.267,34.2059,29.9933,431.831
2025-08-28,90.6412,34.1073,30.0216,430.233
2025-08-29,88.539,34.0803,30.0411,430.694
2025-08-30,77.9686,34.1334,30.0627,431.55
2025-08-31,77.6335,34.3392,30.0795,431.857
2025-09-01,78.4351,34.2748,29.992,432.526
2025-09-02,80.1863,34.2091,29.8989,433.14
2025-09-03,80.5529,33.8357,29.9244,433.952
2025-09-04,82.2917,33.9212,29.9526,433.837
2025-09-05,83.9364,33.7795,29.9726,434.331
2025-09-06,81.1406,33.7864,29.9935,435.385
2025-09-07,82.1072,33.7134,30.0144,434.785
2025-09-08,82.4505,33.6242,30.0345,433.769
2025-09-09,84.2402,33.7054,29.9997,430.946
2025-09-10,89.6841,33.7238,30.053,431.863
2025-09-11,91.5813,33.6723,30.1024,432.932
2025-09-12,84.0726,34.0563,30.126,432.627
2025-09-13,85.1597,34.2987,30.0364,431.057
2025-09-14,86.1548,34.0651,29.9421,429.2
2025-09-15,90.8615,33.8811,29.9665,428.442
2025-09-16,94.3809,34.1334,29.9904,429.493
2025-09-17,97.2301,34.0086,29.953,428.403
2025-09-18,96.0835,33.9564,29.9266,428.357
2025-09-19,80.8784,33.9817,29.946,428.791
2025-09-20,77.9252,33.9043,29.9717,429.116
2025-09-21,80.2308,33.4772,29.9916,428.931
2025-09-22,82.6115,33.4664,30.0131,429.333
2025-09-23,81.4048,33.6343,30.0321,429.638
2025-09-24,73.9649,33.8501,29.995,429.588
2025-09-25,77.0186,33.6733,29.9768,428.873
2025-09-26,77.5353,33.8067,29.9922,429.439
2025-09-27,76.2712,33.6478,30.0127,429.912
2025-09-28,81.0063,33.7186,30.0379,430.396
2025-09-29,87.4629,33.7047,30.0607,430.391
2025-09-30,88.3648,33.6335,29.8528,430.234
2025-10-01,100.539,33.6635,29.7491,429.754
2025-10-02,102.954,33.4764,29.7677,429.929
2025-10-03,75.4779,33.3949,29.7913,424.699
2025-10-04,76.0454,33.5226,29.8187,430.684
2025-10-05,76.1999,33.5361,29.7817,426.376
2025-10-06,77.4444,33.5854,29.755,427.142
2025-10-07,78.2909,33.5985,29.7724,427.688
2025-10-08,78.0557,33.5428,29.7989,428.133
2025-10-09,77.8534,33.4235,29.8146,428.207
2025-10-10,78.8937,33.4891,29.8402,428.548
2025-10-11,77.5586,33.6436,29.7567,427.118
2025-10-12,78.2349,33.478,29.7065,421.045
2025-10-13,78.9025,33.4485,29.6971,420.915
2025-10-14,79.6109,33.58,29.726,421.527
2025-10-15,78.1647,33.5302,29.7452,421.41
2025-10-16,78.43,33.535,29.768,421.912
2025-10-17,78.9923,33.5175,29.786,421.873
2025-10-18,83.0466,33.4798,29.8116,422.994
2025-10-19,78.3991,33.4586,29.8389,423.225
2025-10-20,78.9062,33.4438,29.799,400.086
2025-10-21,81.5206,33.3706,29.776,402.147
2025-10-22,80.4637,33.3662,29.7966,403.602
2025-10-23,83.4805,33.2939,29.8143,401.52
2025-10-24,95.7848,34.5449,29.8426,401.621
2025-10-25,102.465,33.3203,29.8644,401.435
2025-10-26,82.5335,33.2577,29.8849,398.26
2025-10-27,84.2216,33.2457,29.9119,397.053
2025-10-28,86.0462,33.1917,29.9306,397.224
2025-10-29,85.7576,33.162,29.9569,397.528
2025-10-30,85.358,33.2083,29.9119,396.937
2025-10-31,87.0208,33.2927,29.7493,395.492
2025-11-01,87.4097,33.3204,29.6901,397.602
2025-11-02,79.5695,33.3676,29.7038,398.006
2025-11-03,79.7887,33.32,29.7189,397.94
2025-11-04,80.8274,33.3795,29.7461,398.086
2025-11-05,79.7169,33.6803,29.7661,399.063
2025-11-06,79.1735,33.6035,29.7882,398.558
2025-11-07,79.8916,33.7318,29.8089,398.852
2025-11-08,79.3488,33.7918,29.834,399.057
2025-11-09,80.2203,33.924,29.8611,399.306
2025-11-10,79.96,33.8166,29.8822,399.662
2025-11-11,79.7436,33.8353,29.9066,400.67
2025-11-12,79.4145,33.8396,29.9313,401.221
2025-11-13,79.6617,33.7619,29.9565,401.851
2025-11-14,79.3287,33.7677,29.9789,402.294
2025-11-15,79.6376,33.8761,30.0006,403.386
2025-11-16,80.0259,33.927,30.0241,404.2
2025-11-17,80.5184,33.8136,30.0585,403.7
2025-11-18,81.8424,33.7471,30.0827,405.447
2025-11-19,82.3171,33.6578,30.0492,405.288
2025-11-20,81.0956,33.6156,30.0163,405.477
2025-11-21,81.1957,33.6799,30.0396,406.817
2025-11-22,82.6372,33.6663,30.0618,406.3
2025-11-23,82.4843,33.5976,30.0805,405.234
2025-11-24,83.3235,33.6008,30.1089,405.628
2025-11-25,83.7119,33.6499,30.1312,405.111
2025-11-26,89.714,33.4819,30.1617,405.842
2025-11-27,87.6083,33.3897,30.1842,404.798
2025-11-28,88.6467,33.3712,30.2024,404.889
2025-11-29,89.1412,33.409,30.2199,403.487
2025-11-30,90.4362,33.3942,30.2392,404.614
2025-12-01,91.0324,33.429,30.2641,402.781
2025-12-02,98.7249,33.5549,30.339,406.579
2025-12-03,100.779,33.4643,30.4171,405.536
2025-12-04,105.234,33.3306,30.3636,404.795
2025-12-05,107.598,33.3138,30.3555,403.711
2025-12-06,107.986,33.3946,30.3749,401.245
2025-12-07,104.32,33.4545,30.4023,401.068
2025-12-08,104.474,33.5131,30.4211,400.868
2025-12-09,113.459,33.5023,30.4452,401.268
2025-12-10,106.474,33.5607,30.4334,399.77
2025-12-11,108.417,33.4364,30.3905,399.92
2025-12-12,113.991,33.4549,30.4167,400.634
2025-12-13,112.943,33.4081,30.4301,399.799
2025-12-14,118.08,33.4098,30.4525,398.56
2025-12-15,115.722,33.413,30.4725,398.462
2025-12-16,121.059,33.4307,30.4988,398.746
2025-12-17,122.566,33.4478,30.5211,399.052
2025-12-18,128.034,33.4417,30.5455,398.301
2025-12-19,127.241,33.505,30.5418,398.008
2025-12-20,126.311,33.6108,30.4731,396.504
2025-12-21,127.316,33.5867,30.4867,396.944
2025-12-22,128.315,33.5624,30.3544,395.164
2025-12-23,129.75,33.6116,30.3217,395.727
2025-12-24,137.149,33.5625,30.3465,396.641
2025-12-25,138.487,33.355,30.3734,394.752
2025-12-26,137.083,33.4586,30.4008,390.992
2025-12-27,137.285,33.6167,30.4248,395.749
2025-12-28,137.331,33.647,30.4368,391.519
2025-12-29,141.94,33.6741,30.4647,396.491
2025-12-30,143.16,33.6272,30.4922,392.939
2025-12-31,138.025,33.5484,30.5076,392.073
