SiO2,TiO2,Al2O3,FeO,CaO,MgO,MnO,K2O,Na2O,P2O5
46.40929679,3.15206187,15.60828064,11.05307083,10.51025132,6.496693436,0.202704943,4.22639807,1.631774795,0.709467302
46.53112393,3.156024058,15.32492451,11.09520691,10.56054204,6.676204738,0.212424696,4.116992922,1.618473876,0.708082321
46.51442017,3.15009748,15.48797928,11.11071084,10.73254366,6.562703084,0.201929326,3.957814783,1.585145207,0.696656174
45.30372158,3.181697288,14.9762694,11.56097474,10.86235507,7.417205144,0.212788672,4.205109474,1.611114232,0.668764398
45.1409981,3.234464709,15.16155333,11.57782101,11.23976486,6.812591294,0.212261747,4.305881144,1.637447759,0.677216049
47.58395461,3.2134882,15.60113041,10.49877818,10.66432046,6.193821105,0.182469362,3.801445032,1.56112676,0.699465886
46.35209795,3.152587279,15.26940037,11.18365934,10.68656582,6.828927077,0.201443277,4.059082024,1.571257558,0.694979304
46.13367241,3.136968293,15.10804407,11.25415507,10.81748098,7.083476791,0.202385051,4.027462518,1.548245641,0.688109174
46.314576,3.144255214,15.28653982,11.16215252,10.74708454,6.85467857,0.202202908,4.054168299,1.556962389,0.677379741
46.13508344,3.155227101,15.27049014,11.22889906,10.76013345,6.836325385,0.202258148,4.156404931,1.577613551,0.677564794
47.46623922,3.192026302,15.5863816,10.5525541,10.70743,6.252735067,0.181824283,3.818309944,1.555607755,0.686891736
46.24345965,3.132751856,15.31006149,11.21174902,10.72209587,7.013321896,0.202113023,3.951309598,1.536058974,0.677078627
48.32878925,2.710310172,16.26186103,10.45825457,10.2017293,5.471375217,0.203019489,3.969031001,1.796722474,0.598907491
46.7291573,3.274600359,15.97638871,10.93493806,10.39329679,5.613600615,0.213560893,4.311896125,1.738995843,0.813565307
46.70055005,3.284500923,15.92730294,10.9849719,10.37902292,5.619023118,0.222335447,4.315328905,1.748365107,0.818598692
47.14726932,3.22912592,16.23701995,10.68115852,10.02247573,5.402185501,0.203089681,4.396891583,1.837961608,0.842822174
46.97096652,3.207872362,16.10027078,10.68714859,10.14134332,5.634079624,0.203029896,4.436203235,1.796814583,0.82227108
46.93147045,3.247852626,16.0768705,10.78554817,10.16983854,5.632994399,0.202990789,4.344002888,1.786318945,0.822112696
46.79541551,3.261498657,16.08465797,10.84561747,10.24029547,5.581011676,0.212706434,4.385804094,1.772553618,0.820439103
46.22087472,3.16040169,15.20436839,10.80981768,11.15257135,7.303364163,0.202589852,3.818818709,1.468776427,0.658417019
46.94508198,3.293147343,16.18201941,10.10214391,10.52793874,5.937797979,0.202655221,4.235494122,1.763100424,0.810620885
45.17185404,3.560042538,15.54212857,11.75163125,12.09397308,6.296189518,0.203431002,3.519356338,1.301958414,0.559435256
46.76795339,3.242848339,15.65687714,10.56832316,10.61019441,6.6985086,0.202678021,3.942087512,1.611290268,0.699239173
46.29815134,3.139887753,15.00056052,10.7360298,11.1719232,7.464829915,0.202573403,3.818508654,1.509171855,0.658363561
47.17831157,3.281617207,16.51949896,9.988481119,10.09806282,5.509875804,0.202568963,4.507159435,1.863634463,0.850789646
46.74480923,3.364248139,16.67937481,10.23942766,10.38660947,5.360503812,0.202665551,4.387709169,1.8037234,0.830928757
46.92653693,3.3713623,16.33192875,10.24504918,10.38662218,5.521362809,0.201877982,4.360564412,1.826995738,0.827699726
45.7365226,3.537575899,15.95436652,11.39934549,11.57019126,5.885881269,0.201571276,3.658518665,1.390841807,0.665185212
45.27437588,3.544180622,15.40199636,11.69927137,12.18185511,6.318767737,0.202524607,3.554306852,1.275905024,0.546816439
46.77841665,3.231304443,15.88473025,10.47978066,10.65021838,6.331746088,0.20132738,4.04668033,1.660950882,0.734844936
48.07365365,3.101200183,17.17276974,9.398487172,9.515734762,4.868985303,0.202032585,4.798273898,1.990020964,0.878841746
48.21557679,3.103833524,17.34911507,9.351884781,9.362051605,4.620364561,0.202204138,4.883229941,2.03215159,0.879588002
46.35404894,3.174934859,15.29008311,10.72889509,11.11731159,7.136044064,0.201583166,3.820000989,1.501794584,0.675303605
46.46676354,3.197994799,15.31405711,10.82941317,10.99625972,6.960935051,0.201766233,3.813381811,1.51324675,0.706181817
46.46739205,3.172594282,15.18601658,10.77331177,11.29605225,6.991831984,0.202076069,3.768718685,1.475155303,0.666851027
47.11709165,3.211833774,16.3548615,10.02786913,10.31865327,5.44482297,0.214122252,4.680100642,1.804744692,0.825900113
44.47992379,3.151556597,12.32995357,11.58246574,11.91042818,10.88719552,0.214878859,3.26411219,1.432525726,0.746959843
44.20789616,3.463479731,13.42481524,11.75789251,11.95360261,9.143995161,0.214551842,3.473696486,1.573380173,0.786690087
45.57806507,3.456591512,15.36602775,11.50513943,12.09297207,6.138253954,0.203928703,3.752288131,1.335733003,0.571000368
45.52638531,3.455127457,15.34483076,11.5487371,12.15391894,6.209067283,0.203242792,3.719343086,1.290591727,0.548755537
45.66321349,3.464738359,15.4180857,11.42498289,12.14696507,6.12443457,0.203808139,3.688927312,1.304372088,0.560472382
46.12814042,3.46449372,14.53648107,11.51662479,12.26451338,6.384126409,0.195327539,3.639260465,1.305610393,0.565421824
45.5875015,3.450968758,15.54977935,11.42853852,11.89461125,6.136190011,0.204199335,3.767477727,1.37834551,0.602388038
45.51907183,3.501467064,15.72606574,11.29277482,11.68512846,6.015601845,0.203573667,4.01040123,1.425015666,0.620899683
45.61649942,3.45656559,15.67654159,11.28826078,11.67099205,5.937159719,0.203327388,4.086880491,1.433458083,0.630314902
45.5471369,3.461214842,15.30489984,11.52971504,12.11935698,6.28940514,0.193991392,3.665416307,1.327309526,0.56155403
45.75251943,3.447663255,15.65644725,11.31393286,11.61051302,6.02327051,0.202803721,3.903971627,1.450046604,0.638831721
44.76978934,2.735362415,12.744535,11.67955289,11.60736186,12.01715398,0.184406455,2.766096824,0.829829047,0.665912198
44.71833091,2.942398744,14.06834399,12.30017077,10.86031203,10.42099555,0.183899922,2.809582134,1.082966204,0.612999738
45.56896398,3.058933577,14.15646004,12.31734584,9.847530352,9.878018062,0.17276369,3.262184977,1.199183263,0.538616211
47.08674004,2.846963336,14.92622206,11.86614929,9.842358963,8.500219104,0.162683619,3.121491944,1.09811443,0.549057215
46.78519795,3.061566583,14.8719145,12.2688834,9.590205258,7.887082125,0.212890392,3.598861381,1.05431432,0.669084088
48.16541116,2.760166299,15.85822482,11.50153148,9.4008616,7.261987346,0.152776732,3.340717882,1.079622242,0.478700428
45.13185326,3.174597205,15.17538345,12.79967869,9.584452707,7.734289368,0.202203644,3.831759047,1.647959696,0.717822935
45.25766862,3.198493799,16.18600843,12.7952057,9.666785398,6.06084016,0.183353148,4.074514393,1.752041189,0.825089165
46.74190183,3.26554402,16.07418407,12.24611054,9.107014068,6.713633979,0.152121616,3.833464719,1.34881166,0.517213494
48.21797156,2.913657271,15.33235732,11.81602329,9.077163038,7.233205114,0.183377031,3.830542427,0.906697543,0.489005416
46.90184604,3.452641438,15.63048217,12.81040416,9.380369208,5.792533979,0.207990448,3.515038573,1.133547942,1.175146032
49.20036796,2.845298085,15.59344858,11.73500566,8.778909039,6.642404071,0.141758624,3.645221746,0.961933516,0.455652718
47.49874604,2.939529738,16.00523261,12.60474001,8.727362428,5.737151143,0.222998808,4.216704727,1.236629752,0.810904755
47.72208222,3.376754326,17.31095139,12.51968688,7.892654689,5.156670009,0.152564202,4.078549652,1.210342665,0.579743966
49.64760264,2.764411037,17.67393674,11.55917336,6.972007249,4.075473625,0.162612414,4.786902936,1.605797588,0.752082415
46.70803678,3.594514993,15.98939428,13.13255433,9.513069853,5.350456226,0.216910388,3.398262738,1.125868202,0.970932211
46.73969859,2.812618871,16.16251344,11.98511948,9.241462004,7.131997851,0.190856281,3.6664496,1.516805177,0.552478707
47.07713997,3.311909316,15.96920625,11.9292272,9.435439531,6.6338244,0.18010383,3.602076597,1.350778724,0.510294185
45.87074161,2.473927637,13.19428073,15.1648981,10.41111214,6.597140366,0.154620477,4.07167257,1.340044137,0.721562228
50.80168174,2.269560573,14.39752488,11.30476227,7.7002948,8.044781672,0.182375403,3.525924461,1.367815524,0.405278674
54.60528691,2.002564699,17.2240792,8.144986898,5.451426124,3.337607831,0.171937373,5.350286493,3.054416864,0.657407603
60.69261195,2.528858831,14.97084428,5.370102536,3.236939304,2.225395772,0.15173153,6.423301431,4.04617413,0.354040236
64.18847016,0.8309843,18.40326205,3.838902222,1.641700689,0.547233563,0.081071639,5.857425916,4.550145737,0.060803729
65.7323457,0.513935463,14.95552197,7.029074768,0.513935463,0.205574185,0.154180639,5.858864277,4.368451434,0.668116102
47.33593502,2.799048307,15.52387308,11.05016967,10.26661999,7.168042528,0.175586056,3.346463659,1.662903238,0.67135845
48.65238729,2.736504615,16.5727639,10.49477602,9.377909074,5.68823993,0.184483457,3.925398006,1.578358467,0.789179234
55.5667406,1.741261918,17.92475503,7.631176635,5.387669227,2.366067664,0.163883475,5.705193459,2.867960805,0.645291181
67.10569774,0.417691454,13.01974825,6.508427485,0.60106819,0.112063561,0.224127122,6.856252403,5.114173412,0.040750386
45.11921566,2.269142524,12.91810599,10.50539547,8.285665648,8.860012926,0.150648466,8.285665648,3.163617793,0.44252987
52.1881126,2.078601726,17.03439463,9.160034812,7.878407518,4.329575303,0.141953289,4.745295648,1.794695149,0.648929319
51.75750484,2.260508769,17.10655285,9.253810128,7.911780692,4.347915516,0.142554607,4.765396865,1.802297532,0.651678204
53.78260266,2.279362856,16.98125328,8.390334673,8.14354184,3.066779115,0.113968143,4.87990866,1.864933246,0.497315532
61.847384,0.894865142,17.26682967,5.306997723,2.654088659,0.945709752,0.122027065,6.569123655,4.128582359,0.264391974
49.83305009,2.998254051,15.04870807,1.746870116,12.25723016,12.68227001,0.195288578,3.055691868,1.481895681,0.700741368
50.42438025,2.497993863,15.94793603,10.49543476,8.330086974,6.079828039,0.165156619,4.015370301,1.465764994,0.578048167
53.81997907,1.964968343,17.95678763,7.97902099,6.701045887,3.083488784,0.171304933,5.451527556,2.226964122,0.644912687
54.51209238,1.619577021,18.3278716,7.673859338,5.586515672,2.654876255,0.153757312,5.801775909,2.941889905,0.727784611
41.62143736,5.576562862,15.46228794,13.41118756,11.66008598,7.350923773,0.152088078,2.788281431,1.267400651,0.709744364
44.84305116,3.170204301,13.95912539,11.5206206,10.78892109,9.418574714,0.194302844,3.548583524,1.503290427,1.053325945
49.72158524,4.282741586,19.63793703,9.070084141,6.476340934,4.021598806,0.313371336,4.073827362,1.723542345,0.678971227
69.62890677,0.355456788,13.28392795,5.245376289,0.446859962,0.050779541,0.132026807,5.961518126,4.884991855,0.010155908
58.97428606,0.922264999,19.76282141,4.003361828,2.918816701,0.810782417,0.212830385,7.874724225,4.317416371,0.202695604
57.57349878,0.712039738,20.49657244,4.027215379,2.339559138,0.966339644,0.101719963,8.646196813,4.831698219,0.305159888
65.55936527,0.709297615,16.31384514,3.738180822,0.607969384,1.41859523,0.202656461,6.231686189,5.066411536,0.151992346
63.49361489,0.543885661,16.01441112,6.461738339,1.933815682,0.201439134,0.27194283,5.287777256,5.630223783,0.161151307
64.06077483,0.483629631,15.62728244,6.790464299,2.186408956,0.15113426,0.201512346,4.866523159,5.491211432,0.141058642
67.5168836,0.362290626,14.70296124,5.713864595,2.224061898,0.050318143,0.120763542,3.743669802,5.464550275,0.100636285
63.3572522,0.875350316,16.06821213,5.522534837,0.925657806,0.664058861,0.402459916,6.62046561,5.483516349,0.080491983
64.02874793,1.226488813,17.30153481,4.776212841,0.552925284,0.070372309,0.30159561,5.649891088,5.669997462,0.422233854
65.68592302,0.783769618,15.69548902,4.339913247,0.391884809,0.401933138,0.19091824,6.752476712,5.66725724,0.090434956
69.28096359,0.865131824,12.77578391,5.358602372,0.241432137,0.352088533,0.231372464,5.925147024,4.92923946,0.04023869
71.51617857,1.065455366,13.19757448,4.621641823,0.080411726,0.060308794,0.010051466,4.784497681,4.603571298,0.060308794
47.86095127,2.902809175,15.4445631,10.26577352,10.50877607,7.616081215,0.182057718,3.519782554,1.203603804,0.495601566
49.52529644,2.983451593,18.34569895,10.18293696,8.272757299,3.620595493,0.202267905,4.36898674,1.75973077,0.738277852
42.90883422,4.292908379,12.94959862,11.20564509,11.77512369,11.68400063,0.192370894,2.723566872,1.316221909,0.951729688
43.52032495,4.810834153,14.25019716,11.50090774,10.96870187,9.591284089,0.182305294,3.514440949,0.749477321,0.911526471
45.23205736,3.856212543,14.69611709,10.89213852,10.66784257,7.267088204,0.222668441,3.927061592,2.398746385,0.840067299
47.86095127,2.902809175,15.4445631,10.26577352,10.50877607,7.616081215,0.182057718,3.519782554,1.203603804,0.495601566
47.23151337,4.074994624,16.96734734,9.844535821,9.970086102,5.895091478,0.171898036,3.1244996,1.911101697,0.808931935
46.81837776,3.357170932,16.1083533,10.05411011,12.65006276,5.672809919,0.192127252,2.608885845,1.698809387,0.839292733
47.68172581,3.023078036,15.52992597,9.934517905,10.04996511,7.330205941,0.18199132,3.660047656,1.486262446,1.122279806
48.5330477,3.042158967,16.22147888,9.594312436,9.884489932,6.124745295,0.202136808,3.699103594,1.708056031,0.990470361
49.74999039,2.959745621,18.06151935,9.116616543,9.303500741,3.697156646,0.212131939,3.828476418,1.878882886,1.191979465
49.52529644,2.983451593,18.34569895,10.18293696,8.272757299,3.620595493,0.202267905,4.36898674,1.75973077,0.738277852
53.57723369,1.862147903,16.68848854,10.80918767,5.981138102,2.297323772,0.21252775,4.473203115,2.469370045,1.629379415
53.1534238,2.221457682,17.78175899,8.758674489,7.189444861,2.716236893,0.201950698,4.392427689,2.605164009,0.979460887
49.39524277,2.657722759,15.30969574,9.556582907,8.842233515,8.144960243,0.202108195,3.425733899,1.344019494,1.12170048
50.03389996,2.981216015,16.59375151,9.502408772,9.539891247,5.548093533,0.171798889,3.173226538,1.758412158,0.697301373
55.33354699,2.63444831,14.50973069,11.89796903,6.606385761,2.300076024,0.192517377,3.738890101,1.661728934,1.124706778
47.77943062,3.749021933,13.81164399,13.94758723,9.454950918,4.748074481,0.236888749,3.388539055,1.040250591,1.843612434
48.80514482,2.977664498,16.31596985,11.78159051,8.535291728,5.955328996,0.152962217,3.487538556,1.213500258,0.775008568
59.03893458,2.221124966,15.12821521,8.104792881,5.394160632,3.275391655,0.09212039,3.572224024,2.732904912,0.440130754
48.10265372,3.708921683,16.05138884,12.73731484,10.17892951,4.131326653,0.185446084,3.338029515,0.772692017,0.793297138
50.74944647,2.996239025,15.45810514,12.8084076,8.076367477,3.618295571,0.186616964,3.276164471,1.949110508,0.881246772
58.3516763,1.335112849,16.25939756,9.098479435,4.667720116,1.697352769,0.165595392,4.89541378,2.960017634,0.56923416
65.90464098,0.371875717,14.76139999,6.803813329,2.634119663,0.072309167,0.123958572,3.853045625,5.392197899,0.082639048
72.24994638,0.309581626,15.22287582,0.912529206,1.206300819,0.021350457,0.042700914,3.490799715,6.501214147,0.042700914
76.33812737,0.214576452,10.98427077,3.604083312,0.010217926,0.061307558,0.071525484,3.964555403,4.730899876,0.020435853
44.99800458,3.302794045,16.19599937,12.86572854,10.13403887,6.390188478,0.205142487,3.631022024,1.52831153,0.748770079
45.65185692,3.247633226,14.99461037,10.96757394,9.855950201,9.599017192,0.164437125,3.257910546,1.52104341,0.739967064
45.47254399,3.393014441,14.43312487,12.11990089,10.75308806,8.959198253,0.205015978,3.085490474,0.963575098,0.615047935
47.70607362,3.344364523,15.88830407,12.02777753,8.726218816,7.038601026,0.17493599,3.344364523,1.203971228,0.545388676
49.40229442,2.844250958,14.84311611,10.96169222,8.094391616,7.584669222,0.173305614,3.761751268,1.600528317,0.734000247
50.12412123,2.622953194,15.77886353,10.81959141,7.560276853,6.77853394,0.174863546,3.805853654,1.573771916,0.761170731
49.6024452,3.257255164,13.94021422,13.36329673,8.682522608,4.524547366,0.272310721,2.827842104,1.466288498,2.063277387
48.12295444,3.475077263,15.31569007,13.52444512,10.15060562,5.545336059,0.190125808,2.323759872,0.940066494,0.41193925
50.56237719,2.758132894,19.47994967,9.734757789,9.994415137,2.809020955,0.132308958,3.409500072,0.793853748,0.325683589
50.51061773,2.200118074,20.8243734,9.078841467,10.68336404,2.29221604,0.112564181,3.417857845,0.562820903,0.317226327
50.16033498,2.747675075,19.73237767,9.642196327,10.32922297,2.90032369,0.142472041,3.175091198,0.814125948,0.356180102
49.66954887,2.803926146,20.13345466,9.589193407,10.45674713,2.825008297,0.126492909,3.446931766,0.653546696,0.295150121
50.42031489,3.884810238,15.00482261,13.64005178,8.406811573,3.946473892,0.205545515,2.83652811,1.079113955,0.575527443
50.56382645,2.877118455,18.7318776,10.401226,9.998496757,2.948536288,0.142835668,3.305625458,0.663165601,0.367291718
50.89928314,3.192146019,15.7341907,12.2674707,7.424313806,3.851169714,0.21624215,3.593738583,1.85350414,0.967941051
50.65336639,3.484422224,15.35420475,13.12725364,7.589216356,4.859579956,0.186111573,3.174236269,1.033953182,0.537655655
51.07214072,4.022983607,15.09398501,12.81456457,7.848456391,3.846263397,0.197510823,3.399265218,1.133088406,0.571741856
49.93346114,3.528466661,16.04783671,12.19981647,9.330376856,3.888514279,0.185167347,3.209567342,1.213874828,0.462918367
52.27687879,3.167676393,15.56248757,11.34593425,8.603817814,3.341387679,0.194147908,3.188113014,1.706457928,0.613098657
49.32106955,3.579591027,16.24036043,12.55425216,9.335410689,4.027039905,0.172877976,3.386374466,0.935574928,0.447448878
49.78223477,3.438168237,15.46158497,12.98789616,8.870067167,4.567270823,0.162753526,3.163521662,1.098586301,0.467916387
50.78475225,3.599724687,15.48290675,12.62486443,7.649414959,4.284899556,0.17385034,3.528139252,1.298764305,0.572683473
51.53897257,3.600421343,15.19589596,12.42504558,8.958695458,3.208610785,0.190610542,3.134484463,1.14366325,0.603600049
45.13366091,4.403536705,16.1428475,12.43696778,9.50127802,6.610485689,0.196863994,2.984043697,1.802859733,0.787455976
42.64349727,2.88340479,12.01761925,11.95317515,10.98783183,14.85983254,0.185361737,2.656851557,0.957702305,0.854723563
43.74240802,4.197555381,14.26760308,13.1688179,10.8155989,9.487904984,0.173621512,2.195801476,1.440037247,0.510651506
45.75605371,4.195074191,16.31873603,12.47782867,8.790167682,6.031060206,0.205138102,3.456577023,1.835986015,0.933378365
47.1772378,2.991976336,16.66520608,11.10868939,9.415024513,4.99343491,0.21444199,4.431801126,1.71553592,1.28665194
42.48225087,2.723221209,11.01620051,12.81581607,10.27630645,15.70219626,0.205526129,3.247312838,0.626854694,0.904314968
43.18752634,3.591330224,13.73454901,12.49566217,11.21146149,10.34669359,0.17295358,3.143685663,1.088590181,1.027547741
45.13810606,2.778358191,13.1563432,11.28661437,9.877471952,12.41068089,0.183861939,3.227798487,1.215531709,0.725233204
52.14318479,1.987682138,18.11571441,9.174255047,6.611875299,2.34814263,0.247172908,5.932149801,2.482027955,0.95779502
54.03414563,1.974041854,17.262366,9.089072507,6.163630681,2.268048087,0.252005343,5.134608864,2.740558105,1.08152293
58.05044042,1.242984125,17.68941044,7.505544942,4.314490351,1.869612486,0.246542306,5.136298037,3.071506226,0.873170666
65.19184621,0.665116875,14.81963537,6.124988555,0.561192363,0.62354707,0.436482949,5.653493438,5.798987755,0.124709414
60.04417264,0.306660739,19.25829439,4.700064434,1.942184679,0.654209576,0.275994665,7.564298222,5.111012312,0.143108345
63.10444948,0.103517798,17.57732205,5.840211211,0.838494161,0.072462458,0.44512653,7.008154904,4.93779895,0.072462458
43.48893963,2.933818812,12.20178354,12.55561245,11.81821005,12.85489515,0.196970168,2.166671843,0.974483987,0.808614372
42.92879056,2.998814401,12.29005631,12.75991461,11.02953771,12.95081202,0.203309451,2.79550495,1.219856706,0.823403276
43.76537808,2.852944202,12.69661338,12.48947749,10.59231411,12.65614609,0.212453292,3.05528067,0.930747754,0.748644932
46.85531164,2.99424347,16.29972128,11.7975584,9.187115629,5.845417286,0.214604481,3.92419622,1.624862497,1.256969102
46.67786307,3.0511084,16.35107421,11.86596944,9.429767908,5.754103761,0.215010995,3.849720666,1.556270056,1.249111493
46.85531164,2.99424347,16.29972128,11.7975584,9.187115629,5.845417286,0.214604481,3.92419622,1.624862497,1.256969102
51.47912936,2.43314469,17.21838136,10.10824595,7.423679758,2.816235557,0.289906601,4.638505623,2.391729462,1.201041634
67.42446061,0.308249591,14.49800578,5.870849792,0.410999455,0.020549973,0.431549428,5.784817331,5.209418094,0.041099946
63.78592219,0.709646667,15.56080301,7.005432376,0.287972561,0.359965701,0.329111498,6.592514692,5.276068701,0.092562609
65.03147608,0.707532616,16.22197968,4.58563783,0.410163835,0.389655644,0.153811438,7.003547487,5.424416721,0.071778671
47.67968091,3.252281967,17.2432308,11.50315768,8.693206515,5.686379791,0.194318734,3.467055304,1.401140344,0.879547953
49.45671438,2.508973193,17.42858745,12.21691323,6.638970218,4.666896639,0.237474829,4.842421512,2.003048557,0.0
73.82969624,0.375749486,10.90689048,5.199420306,0.121864698,0.040621566,0.091398524,4.79334479,4.641013918,0.0
72.23641776,0.69057731,12.75536914,3.024665655,0.020311097,0.040622195,0.030466646,5.76835165,5.341818606,0.091399938
67.84302439,0.473019158,14.16038204,5.768545124,0.935974079,0.110706612,0.31199136,5.183082267,5.173018029,0.04025695
63.85887432,1.00644404,16.35471565,5.786773437,0.845412993,0.070451083,0.231482129,5.042284639,6.652595103,0.150966606
67.30242483,0.645393346,12.98854108,7.567571776,0.302528131,0.121011252,0.574803449,5.556433335,4.890871448,0.050421355
73.69461612,0.543946046,10.38534024,6.562157037,0.100730749,0.100730749,0.402922997,4.210545317,3.968791519,0.030219225
53.77928355,2.274499774,16.93238721,9.778175619,5.671086104,3.01244859,0.222395534,5.135315046,2.173410896,1.020997677
46.44212278,3.448772619,15.48407883,10.21054747,10.81154818,8.161758076,0.182046649,3.044224511,1.486714296,0.728186594
47.27139264,3.479854284,15.14343565,10.40386804,9.225660195,9.519020003,0.192201254,2.630122424,1.355524634,0.778920872
48.00091035,3.977305032,16.69860891,10.80918767,8.764239587,6.709804672,0.172046274,3.106953295,1.173962808,0.586981404
47.34969717,4.304517925,16.98512132,11.51936802,8.44698341,6.563123801,0.253206937,2.825789414,1.053340857,0.698851145
53.77928355,2.274499774,16.93238721,9.778175619,5.671086104,3.01244859,0.222395534,5.135315046,2.173410896,1.020997677
55.97082769,1.747510051,16.49528273,9.089072507,4.757671872,2.919250894,0.202024283,5.131416796,2.414190186,1.272752985
52.87470585,2.287458561,17.1964252,10.9105741,7.327964594,2.196365079,0.26315895,3.502038328,2.297580059,1.143729281
46.53438566,2.640393996,15.70932087,10.63596755,9.558635629,5.598044635,0.266086217,5.19891531,2.926948383,0.931301758
56.81786796,0.356704104,22.47235854,2.100010821,1.100686949,0.091723912,0.193639371,11.13935958,5.646116386,0.081532367
43.70333632,3.373847426,11.97036889,12.22774017,12.85822347,12.04348632,0.208906961,2.423320752,0.5431581,0.64761158
40.87517233,4.299370261,13.4173584,13.21295346,12.37886317,10.77958051,0.186929142,2.710472556,0.861951043,1.277349135
40.44593358,3.810887026,13.79077902,14.17082341,12.23273681,9.83250962,0.210546245,3.442431098,1.168531657,0.894821539
42.33395633,3.647067648,13.00679878,12.64250944,13.45864787,9.553380741,0.225924545,3.561001155,0.84990662,0.72080688
42.9334676,3.978028004,13.82390834,13.63189592,11.26585884,9.396916546,0.208820368,3.174069589,0.762194342,0.824840452
41.92611309,4.264915778,12.84714188,15.15227751,11.32770014,8.582226099,0.188620354,3.237982741,1.435610471,1.037411946
43.35763175,3.716069356,12.89633083,13.90233676,10.94931985,9.421020902,0.188420418,3.077533495,1.507363344,0.983973294
44.02824553,4.421866081,14.83123504,13.20236556,12.03847751,5.754773082,0.232729794,3.237059859,1.19538485,1.057862699
48.73504301,3.216800603,14.35741356,10.87509638,9.095426626,8.026585531,0.143882455,3.042086194,1.839639962,0.668025684
45.2615409,3.860391402,16.26731778,12.22254417,10.02256698,4.820328301,0.340622771,3.457837218,2.374037493,1.372812985
49.10877073,2.712039165,17.39877434,10.22107271,8.469906932,4.318400825,0.198187478,3.567374594,2.816348364,1.189124865
48.71784263,2.708282892,18.20799421,10.36625276,8.854001761,3.177024161,0.218745926,4.85407626,1.677052098,1.218727301
51.96444304,2.103524037,18.77315924,8.797962859,7.864431576,2.304363015,0.211409451,4.3127528,2.663759082,1.004194892
51.16655834,2.859650332,18.04757098,8.872476096,7.731647193,2.817285142,0.233008546,4.871996861,2.298311563,1.101494943
52.12152709,2.098922833,19.10743544,8.019618125,7.702943401,2.088583312,0.237808991,5.138742108,2.605559379,0.878859314
59.28785616,2.17746075,17.04737405,3.289152617,5.765194005,3.835941217,0.214361421,3.926198657,4.050302638,0.406158482
65.47689918,0.714943394,19.35113453,6.8190443,1.858852825,0.214483018,0.166820125,2.895520746,2.406976094,0.095325786
62.13557557,1.280294346,17.18072412,5.908690564,2.364414557,0.51624772,0.371698358,5.048902701,4.832078659,0.361373404
59.4795839,1.120526499,18.67204612,3.950505815,2.597584157,1.578923703,0.132425859,5.286847755,6.162895745,1.018660454
61.20356669,0.953068405,19.22711912,3.159962525,1.89577737,1.118819432,0.217548223,5.179719591,6.371055097,0.673363547
61.31457625,1.085122283,19.06714869,3.310437322,1.798202641,0.733749353,0.196355461,5.291262943,5.828656835,1.374488225
60.95253101,0.979648916,19.59297833,3.259669518,2.255233443,0.857192802,0.112251438,5.867688822,5.847279469,0.275526258
62.14632105,0.84328948,18.60378864,3.433070551,1.912827357,1.079821895,0.185112325,5.429961528,6.283535026,0.082272144
62.74007431,0.878423047,18.96360342,3.208114645,1.694839761,0.651066493,0.134347054,5.497894833,6.107623772,0.124012665
61.0423275,0.540105671,20.47208227,2.54208628,2.700528356,0.145413065,0.12463977,6.003482269,6.283921752,0.145413065
63.39930531,0.717534579,18.08187139,3.3480922,1.3633157,0.768787049,0.215260374,6.078542934,5.842781572,0.184508892
62.15311564,0.895251831,19.18102774,2.962933693,1.811084164,0.452771041,0.133773262,6.225601815,6.122699306,0.061741506
62.32328902,0.890186529,18.75530927,3.102684776,1.371091894,0.685545947,0.173944494,6.456410339,6.128985409,0.11255232
61.67591487,0.761681807,19.07251245,3.134385634,1.228846649,0.75152605,0.172647876,6.509840513,6.367659909,0.324984238
63.37212479,0.806572879,18.21425336,3.343981729,1.21496421,0.439020681,0.183776099,6.42195368,5.880835167,0.122517399
60.60482109,0.442370957,20.88402424,2.369758583,1.193372814,0.689275677,0.12345236,7.242538457,6.357796543,0.09258927
62.06173174,0.938628854,18.69095718,3.157988213,1.346728356,0.469314427,0.173442288,6.631616905,6.366352229,0.163239801
62.39498965,0.858928078,18.43627767,3.155859228,1.308842785,0.521492047,0.173830682,6.789621948,6.319256572,0.040901337
58.75818953,0.465513826,21.17570668,2.904160758,1.572402255,0.279308295,0.175860779,8.379248859,6.175816751,0.113792268
58.96421233,0.316134656,22.10903015,2.38577647,1.203351272,0.14277049,0.152968382,8.759989345,5.82299641,0.14277049
61.92296041,0.964020914,18.53176374,3.423564392,2.307496869,0.881976581,0.153833125,5.661058984,5.94821415,0.205110833
61.90482649,0.984896146,19.69792291,3.664845751,0.738672109,0.277002041,0.102593349,5.888858204,6.463380956,0.277002041
65.5587363,0.491076676,17.66852959,2.715664251,0.552461261,0.388769036,0.204615282,6.619304367,5.647381779,0.153461461
65.76299872,0.545667168,18.26974519,2.618620363,0.33346327,0.030314843,0.121259371,6.366116963,5.820449795,0.131364318
67.14790001,0.403533053,17.50324617,2.405531147,0.11097159,0.1916782,0.161413221,6.315292279,5.730169352,0.030264979
43.35862739,4.755328387,14.5359383,13.95762807,10.80850841,6.977250384,0.228421888,3.737812706,0.820242233,0.820242233
43.45732817,4.694142505,15.21945314,13.35656079,10.64005634,6.853448057,0.208628556,3.703156865,0.959691357,0.907534218
