SiO2,TiO2,Al2O3,FeO,CaO,MgO,MnO,K2O,Na2O,P2O5
48.00056376,2.557199964,14.88836185,12.1050953,11.59331367,7.449234679,0.202150195,0.37397786,2.425802338,0.40430039
47.8661745,2.703439097,14.56796615,12.42897657,11.67069557,7.314588047,0.204033139,0.397864622,2.427994359,0.418267936
47.84789085,3.113143854,15.31913362,12.64703286,11.69226965,5.599549176,0.205488043,0.38015288,2.71244217,0.482896901
49.18299467,1.002273545,15.8318311,10.59208614,11.87387332,8.805689003,0.173863778,0.071590968,2.393183771,0.072613696
49.58216649,1.133769426,15.5387149,11.30380062,11.21621896,8.483024809,0.192335885,0.091106472,2.368768264,0.090094178
49.20264886,0.993062201,15.99137277,10.74111229,11.53794949,8.814706756,0.184279584,0.061426528,2.405872343,0.067569181
49.36549559,1.035001141,15.84972335,10.88335764,11.62854223,8.584421228,0.18264726,0.08117656,2.313531962,0.076103025
49.52056613,1.12800797,15.66000254,11.15565331,11.38170204,8.404167492,0.193082445,0.10162234,2.357638281,0.097557446
45.50442264,3.427866199,15.05454687,14.36348303,10.97518564,5.923593344,0.210483012,0.831909048,2.826486164,0.882024051
47.84314521,3.377988673,13.65228657,14.77845787,9.722994103,4.821402231,0.260616337,1.443413558,3.217609389,0.882086063
48.64455919,2.424713352,16.72250655,11.64825481,12.63456007,4.148063337,0.15029215,0.961869759,2.284440679,0.380740113
47.69373812,3.237721188,14.71509196,14.30563952,9.622948423,5.021976208,0.210501997,1.012414365,3.748940323,0.431027898
44.28506278,1.427897062,12.44599638,11.7235554,12.213077,14.00554352,0.192411661,0.63799656,2.491224661,0.577234983
46.49109675,2.76601481,15.04271098,13.67227691,10.50283884,7.626584313,0.18039227,0.831808802,2.445317441,0.440958883
48.35011107,2.544742688,17.20205982,11.15441671,9.517738399,5.650531008,0.170317424,1.522838144,3.316180432,0.571064304
48.44738427,1.682760643,15.66881916,9.54405812,13.6031549,7.355780057,0.171298988,1.16886368,2.03543503,0.322445153
48.45806167,1.633305222,15.88213973,10.93977416,11.87402876,8.176546386,0.150304162,0.400811097,2.254562423,0.230466381
46.10609247,2.645513674,16.1035624,12.52769372,11.39374639,6.052614617,0.220459473,1.072234709,3.026307309,0.851775236
47.28950658,3.176684379,15.06169281,12.60610577,10.77266785,5.912440958,0.200421727,1.042192983,3.216768725,0.721518219
